Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample
Peter T. Mitchell,Trustee,Albion College,,,,115.0,,45644089.0,168546.0,False
Donald A. Ott,Trustee,Albion College,,,"Bishop, Michigan Area, United Methodist Church",116.0,,45644089.0,168546.0,False
Jillane M. Payne,Trustee,Albion College,,,Homemaker and Community Volunteer,116.0,,45644089.0,168546.0,False
John W. Porter,Trustee,Albion College,,,"Chief Executive Officer, Urban Education Alliance IncYpsilanti, MI",116.0,,45644089.0,168546.0,False
Jeanne M. Randels,Trustee,Albion College,,,"Pastor, First United Methodist Church",116.0,,45644089.0,168546.0,False
William M. Ritter,Trustee,Albion College,,,"Senior Minister, Birmingham First United Methodist Church",116.0,,45644089.0,168546.0,False
Judy Dow Rumelhart,Trustee,Albion College,,,"Singer, Actress, Producer and Director",116.0,,45644089.0,168546.0,False
William Schuette,Trustee,Albion College,,,"Senator, District 35, State of Michigan",116.0,,45644089.0,168546.0,False
Albert M. Serra,Trustee,Albion College,,,"President, Al Serra Chevrolet",116.0,,45644089.0,168546.0,False
Richard M. Smith,Trustee,Albion College,,Albion BA: Columbia 1970 MS,"Chairman and Editor-in-Chief, Newsweek",116.0,,45644089.0,168546.0,False
William K. Stoffer,Trustee,Albion College,,,"Chief Executive Officer, Albion Machine and Tool Company",116.0,,45644089.0,168546.0,False
Robert M. Teeter,Trustee,Albion College,,,"President, Coldwater Corporation",116.0,,45644089.0,168546.0,False
Paul D. Tobias,Trustee,Albion College,,Albion BA; Michigan MBA,"Co-Chief Executive Officer, Munder Capital Management",116.0,,45644089.0,168546.0,False
"Paul W. Ungrodt, Jr",Trustee,Albion College,,,"President, Ideation, IncAnn Arbor, MI",116.0,,45644089.0,168546.0,False
"Edward G. Coll, Jr",President,Alfred University,,Duquesne,"Vice President, Development Affairs, University of Miami",116.0,,49502546.0,188641.0,False
Laura J. Drake,Corporation Secretary,Alfred University,,,,116.0,,49502546.0,188641.0,False
W. Richard Ott,Provost,Alfred University,,Virginia Tech BS; Illinois MS; Rutgers PhD,"Research Associate, Savannah River Laboratory, Atomic Energy Commission",116.0,,49502546.0,188641.0,False
W. Richard Ott,"Vice President, Academic Affairs",Alfred University,,Virginia Tech BS; Illinois MS; Rutgers PhD,"Research Associate, Savannah River Laboratory, Atomic Energy Commission",116.0,,49502546.0,188641.0,False
Janice M. Stroh,"Vice President, Business And Finance",Alfred University,,"Washington State BA, MBA","Controller, Mills College; Vice President, Administration and Finance, Culver-Stockton College, 1993-97",116.0,,49502546.0,188641.0,False
Janice M. Stroh,Treasurer,Alfred University,,"Washington State BA, MBA","Controller, Mills College; Vice President, Administration and Finance, Culver-Stockton College, 1993-97",116.0,,49502546.0,188641.0,False
Susan R. Strong,"Vice President, Enrollment Management",Alfred University,,Wisconsin BA; SUNY (Geneseo) MLS; Rochester PhD,,116.0,,49502546.0,188641.0,False
Susan R. Strong,Associate Provost,Alfred University,,Wisconsin BA; SUNY (Geneseo) MLS; Rochester PhD,,116.0,,49502546.0,188641.0,False
Gerald D. Brody,"Vice President, Student Affairs",Alfred University,,Brown; New Hampshire,"Director, Career Planning and Placement, Kent State University; Vice President, Student Affairs, San Jose State University",116.0,,49502546.0,188641.0,False
Gerald D. Brody,Dean Of Students,Alfred University,,Brown; New Hampshire,"Director, Career Planning and Placement, Kent State University; Vice President, Student Affairs, San Jose State University",116.0,,49502546.0,188641.0,False
Michael E. Hyde,"Vice President, University Relations",Alfred University,,"Missouri AB, MEd","Associate Vice President, Development, Adrian College; Senior Development Officer, Oberlin College; Vice President, Development and Alumni Affairs, Allegheny College, 1988-97",116.0,,49502546.0,188641.0,False
Carol Wittmeyer,"Associate Vice President, University Relations",Alfred University,,Rochester EdD,,116.0,,49502546.0,188641.0,False
Arolana Meissner,"Assistant Vice President, Information Services",Alfred University,,,,116.0,,49502546.0,188641.0,False
Arolana Meissner,University Librarian,Alfred University,,,,116.0,,49502546.0,188641.0,False
Robert K. Bitting,"Assistant Vice President, Research and Sponsored Programs",Alfred University,,Thiel BA; Alfred MSEd; SUNY (Buffalo) PhD,,116.0,,49502546.0,188641.0,False
Katherine M. McCarthy,"Director, Admissions",Alfred University,,,,116.0,,49502546.0,188641.0,False
Kathy Woughter,"Director, Career Development Center",Alfred University,,,,116.0,,49502546.0,188641.0,False
Susan C. Goetschius,"Director, Communications",Alfred University,,,,116.0,,49502546.0,188641.0,False
Lana Maissner,"Director, Computer Services",Alfred University,,,,116.0,,49502546.0,188641.0,False
Joyce Rausch,"Director, Human Resources",Alfred University,,,,116.0,,49502546.0,188641.0,False
David Szczerbacki,Dean,Alfred University,College of Business,"Gannon BA, MS; SUNY (Buffalo) PhD",,117.0,,49502546.0,188641.0,False
David Szczerbacki,"Acting Dean, College Of Engineering And Professional Studies",Alfred University,College of Business,"Gannon BA, MS; SUNY (Buffalo) PhD",,117.0,,49502546.0,188641.0,False
Daniel Acton,"Director, MBA Program",Alfred University,,,,117.0,,49502546.0,188641.0,False
L. David Pye,Dean,Alfred University,New York State College of Ceramics,"Alfred BS, PhD","Research Engineer, Bausch and Lomb; Research Engineer, PPG Industries",117.0,,49502546.0,188641.0,False
William M. Hall,Dean (Acting),Alfred University,College of Liberal Arts and Sciences,"SUNY (Geneseo) BA; Syracuse MA, PhD",,117.0,,49502546.0,188641.0,False
Robert H. Benmosche,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Gene M. Bernstein,Chairman,Alfred University,,,,117.0,,49502546.0,188641.0,False
Peter P. Bihuniak,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Lee Carman,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Stephen M. Chaleff,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
F. Peter Cuneo,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Robert B. Daggett,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
"Terry S. Galanis, Jr",Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Esther B. Garnsey,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Frederick W. Gibbs,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
"George W. Holbrook, Jr",Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Pamela A. Joseph,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Laurence Levy,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Jeffrey S. Maurer,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Robert R. McComsey,Vice Chairman,Alfred University,,,,117.0,,49502546.0,188641.0,False
Donald H. McConnell,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Robert K. Meltzer,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Victoria Meyer,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
David J. Miller,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Marlin Miller,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Joel P. Moskowitz,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Albert E. Paladino,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Jane A. Pickering,Trustee,Alfred University,,,Member of the Board,117.0,,49502546.0,188641.0,False
Arthur L. Powell,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Fredrick C. Powell,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Lea R. Powell,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Charles H. Rosenberg,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Ruth H. Scott,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Gloria Spivak,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Robert Welter,Trustee,Alfred University,,,,117.0,,49502546.0,188641.0,False
Richard J. Cook,President,Allegheny College,,"Michigan 1969 BS; Princeton MA, 1973 PhD","Chairman, Chemistry Department, Kalamazoo College; Chairman, Division of Natural Sciences and Mathematics, Kalamazoo College; Member, Working Group on Waste Incineration, U.S. Congressional Office of Technology Assessment; Vice Chairman, Michigan Toxic Substance Control Commission; Gubernatorial Appointee, Michigan Environmental Science Board: Provost, Kalamazoo College",117.0,,120506574.0,210669.0,False
Lloyd Michaels,Dean of the College,Allegheny College,,Brandeis 1966 BA; Ohio 1967 MA; SUNY (Buffalo) 1972 PhD,,117.0,,120506574.0,210669.0,False
David W. Mcnally,Dean of Students,Allegheny College,,"Akron 1983 BS, 1987 MA",,117.0,,120506574.0,210669.0,False
Megan K. Murphy,"Director, Admissions",Allegheny College,,Allegheny 1988 BA; Pittsburgh 1990 MA,,117.0,,120506574.0,210669.0,False
Randal J. Freebourn,"Director, Budget and Treasury Management",Allegheny College,,Dayton 1984 BS,,117.0,,120506574.0,210669.0,False
Melissa Barnes,"Director, Career Services",Allegheny College,,New Hampshire 1975 BA; Springfield (MA) 1987 MEd,,117.0,,120506574.0,210669.0,False
Pamela Todd Fox,"Director, Development Resources",Allegheny College,,Albion 1971 AB,,117.0,,120506574.0,210669.0,False
Connie Capers Thorson,"Director, Library",Allegheny College,,"Arkansas 1962 BA, 1964 MA; New Mexico 1970 PhD; Illinois 1977 MS",,117.0,,120506574.0,210669.0,False
Mary Norton,"Director, Public Affairs",Allegheny College,,,,117.0,,120506574.0,210669.0,False
John P. Colatch,Chaplain,Allegheny College,,,,118.0,,120506574.0,210669.0,False
John P. Colatch,Campus Pastor,Allegheny College,,,,118.0,,120506574.0,210669.0,False
Vacant,"Director, Public Information",Allegheny College,,,,118.0,,120506574.0,210669.0,False
Jeff Schaefer,"Director, Sports Information",Allegheny College,,,,118.0,,120506574.0,210669.0,False
Martin D. Ahl,Controller,Allegheny College,,,,118.0,,120506574.0,210669.0,False
George W. Bashore,Trustee,Allegheny College,,,"Cranberry Township, PA",118.0,,120506574.0,210669.0,False
Florence M. Belnap,Trustee,Allegheny College,,Allegheny 1982,,118.0,,120506574.0,210669.0,False
Gary A. Beyer,Trustee,Allegheny College,,Allegheny 1982,"Lawrenceville, NJ",118.0,,120506574.0,210669.0,False
Willow Wilcox Brost,Trustee,Allegheny College,,Allegheny 1974,"Clarence, NY",118.0,,120506574.0,210669.0,False
Carol R. Brown,Trustee,Allegheny College,,,"Pittsburgh, PA",118.0,,120506574.0,210669.0,False
Sandra McLaughlin Byers,Trustee,Allegheny College,,Allegheny 1958,,118.0,,120506574.0,210669.0,False
Gayland B. Cook,Trustee,Allegheny College,,Allegheny 1974,"Pittsburgh, PA",118.0,,120506574.0,210669.0,False
Richard J. Cook,President,Allegheny College,,Allegheny 1942,,118.0,,120506574.0,210669.0,False
Richard J. Cook,Trustee,Allegheny College,,Allegheny 1942,,118.0,,120506574.0,210669.0,False
J. Llewellyn Davies,Trustee,Allegheny College,,Allegheny 1940,,118.0,,120506574.0,210669.0,False
Ann Simakas Degenhart,Trustee,Allegheny College,,Allegheny 1971,"Boynton Beach, FL",118.0,,120506574.0,210669.0,False
J. Tomlinson Fort,Trustee,Allegheny College,,Allegheny 1950,"Pittsburgh, PA",118.0,,120506574.0,210669.0,False
Thomas T. Frampton,Secretary,Allegheny College,,Allegheny 1970,"Mars, PA",118.0,,120506574.0,210669.0,False
David H. Hoag,Trustee,Allegheny College,,Allegheny 1960,"Moreland Hills, OH",118.0,,120506574.0,210669.0,False
William I. Jack,Trustee,Allegheny College,,Allegheny 1957,"Westcliffe, CO",118.0,,120506574.0,210669.0,False
David F Johnson,Trustee,Allegheny College,,Allegheny 1947,"Camp Springs, MD",118.0,,120506574.0,210669.0,False
The Hon. Jack K. Mandel,Trustee,Allegheny College,,Allegheny 1958,"Fullerton, CA",118.0,,120506574.0,210669.0,False
Robert A. Marchman,Trustee,Allegheny College,,Allegheny 1980,"Maplewood, NJ",118.0,,120506574.0,210669.0,False
Bruce Mcindoe,Trustee,Allegheny College,,Allegheny 1973,"Brookeville, MD",118.0,,120506574.0,210669.0,False
Lawrence A. Merriman,Trustee,Allegheny College,,Allegheny 1950,"Canton, OH",118.0,,120506574.0,210669.0,False
Isabelle Crabb Moss,Trustee,Allegheny College,,Allegheny 1967,"Atlanta, GA",118.0,,120506574.0,210669.0,False
Silas R. Mountsier III,Trustee,Allegheny College,,Allegheny 1952,"Nutley, NJ",118.0,,120506574.0,210669.0,False
Christine Scott Nevson,Trustee,Allegheny College,,Allegheny 1973,,118.0,,120506574.0,210669.0,False
"John H. Niles, Jr",Trustee,Allegheny College,,Allegheny 1959,,118.0,,120506574.0,210669.0,False
Martin Pfinsgraff,Trustee,Allegheny College,,Allegheny 1977,,118.0,,120506574.0,210669.0,False
"John C. Phillips, Jr.",Trustee,Allegheny College,,Allegheny 1956,,118.0,,120506574.0,210669.0,False
James F. Pomroy,Chairman,Allegheny College,,Allegheny 1956,,118.0,,120506574.0,210669.0,False
Anthony F. Renda,Trustee,Allegheny College,,,,118.0,,120506574.0,210669.0,False
William J. Ruehle,Trustee,Allegheny College,,Allegheny 1964,,118.0,,120506574.0,210669.0,False
Ferd J. Sauereisen,Trustee,Allegheny College,,Allegheny 1956,,118.0,,120506574.0,210669.0,False
Mary E. Sceiford,Assistant Secretary,Allegheny College,,Allegheny 1954,,118.0,,120506574.0,210669.0,False
M. Peter Scibetta,Trustee,Allegheny College,,Allegheny 1954,,118.0,,120506574.0,210669.0,False
The Hon. Raymond Philip Shafer,Trustee,Allegheny College,,Allegheny 1938,,118.0,,120506574.0,210669.0,False
Thomas N. Slonaker,Trustee,Allegheny College,,,,118.0,,120506574.0,210669.0,False
Thomas M. St. Clair,Trustee,Allegheny College,,Allegheny 1957,,118.0,,120506574.0,210669.0,False
William P. Steffee,Trustee,Allegheny College,,Allegheny 1957,,118.0,,120506574.0,210669.0,False
Sherry G. Strong,Trustee,Allegheny College,,Allegheny 1964,,118.0,,120506574.0,210669.0,False
Arthur Tepper,Trustee,Allegheny College,,Allegheny 1958,,118.0,,120506574.0,210669.0,False
Willard J. Tillotson,Trustee,Allegheny College,,Allegheny 1952,,118.0,,120506574.0,210669.0,False
"William H. Timbers, Jr",Trustee,Allegheny College,,Allegheny 1973,,118.0,,120506574.0,210669.0,False
Patricia B. Tippie,Trustee,Allegheny College,,Allegheny 1959,,118.0,,120506574.0,210669.0,False
Robert A. Vukovich,Trustee,Allegheny College,,Allegheny 1965,,118.0,,120506574.0,210669.0,False
Mary H. Waite,Trustee,Allegheny College,,,,118.0,,120506574.0,210669.0,False
John D. Wheeler,Vice Chairman,Allegheny College,,Allegheny 1961,,118.0,,120506574.0,210669.0,False
David V. Wise,Trustee,Allegheny College,,Allegheny 1953,,118.0,,120506574.0,210669.0,False
Benjamin Ladner,President,American University,,Baylor BA; Duke PhD,"President, National Faculty of Humanities, Arts & Sciences; Professor, Department of Philosophy and Religious Studies, University of North Carolina at Greensboro",119.0,,181401687.0,131159.0,True
David E. Taylor,Special Assistant,American University,,,,119.0,,181401687.0,131159.0,True
Cornelius M. Kerwin,Provost,American University,,,,119.0,,181401687.0,131159.0,True
Mary E. Kennard,Vice President,American University,,,,119.0,,181401687.0,131159.0,True
Mary E. Kennard,University Counsel,American University,,,,119.0,,181401687.0,131159.0,True
Vacant,"Vice President, Development and Alumni Relations",American University,,,,119.0,,181401687.0,131159.0,True
Thomas Myers,"Vice President, Enrollment Services",American University,,,,119.0,,181401687.0,131159.0,True
Donald L. Myers,"Vice President, Finance",American University,,,,119.0,,181401687.0,131159.0,True
Donald L. Myers,Treasurer,American University,,,,119.0,,181401687.0,131159.0,True
Gail S. Hanson,"Vice President, Student Services",American University,,,,119.0,,181401687.0,131159.0,True
Ivy E. Broder,Dean,American University,Academic Affairs,,,119.0,,181401687.0,131159.0,True
Katherine A. Stahl,"Executive Director, Career Center",American University,,,"4400 Massachusetts Ave., NW, 5th Fl., Fax: (202) 885-1861 Washington, DC 20016-8011 E-mail: kastahl@american.edu",119.0,,181401687.0,131159.0,True
Vacant,"Director, Graduate Placement",American University,,,,119.0,,181401687.0,131159.0,True
Patricia Wand,Librarian,American University,,,,119.0,,181401687.0,131159.0,True
Kay Mussell,Dean (Acting),American University,College of Arts and Sciences,,,119.0,,181401687.0,131159.0,True
Myron J. Roomkin,Dean,American University,Kogod College of Business Administration,,,119.0,,181401687.0,131159.0,True
Christine Holt,Administrative Assistant,American University,Kogod College of Business Administration,,E-mail: cholt@american.edu,119.0,,181401687.0,131159.0,True
