Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
"Stephen P. ""Steve"" Murray",Trustee,Boston College,,Boston Col 1984 BA; Columbia 1989 MBA,"Partner, J.P. Morgan Partners, LLC",,,,,103531236.0,164924.0,,,Trustee,True,
Brien M. O'Brien,Trustee,Boston College,,,"Chairman and Chief Executive Officer, Advisory Research, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
David P. O'Connor,Trustee,Boston College,,,"President, High Rise Capital Management, LP",,,,,103531236.0,164924.0,,,Trustee,True,
"Brian G. Paulson, S.J",Trustee,Boston College,,,"President, St. Ignatius College Prep",,,,,103531236.0,164924.0,,,Trustee,True,
John L. LaMattina,Trustee,Boston College,,,"Senior Vice President and President, Pfizer Global Research and Development, Pfizer Inc (2003-2007)",,,,,103531236.0,164924.0,,,Trustee,True,
"Rev. Scott R. Pilarz, S.J",Trustee,Boston College,,"Georgetown 1981 AB; Fordham MA; Weston Theology MDiv, ThM; CUNY PhD","President, The University of Scranton",,,,,103531236.0,164924.0,,,Trustee,True,
Paula D. Polito,Trustee,Boston College,,,"Senior Vice President, Merrill Lynch & Co., Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Richard F. Powers III,Trustee,Boston College,,Boston Col 1967 BS; Columbia 1972 MBA,,,,,,103531236.0,164924.0,,,Trustee,True,
Pierre-Richard Prosper,Trustee,Boston College,,Boston Col 1985 AB; Pepperdine 1989 JD,"Counsel, Los Angeles, CA Office, Arent Fox LLP",,,,,103531236.0,164924.0,,,Trustee,True,
"Thomas F. Ryan, Jr",Trustee,Boston College,,,,,,,,103531236.0,164924.0,,,Trustee,True,
Rev. Nicholas A. Sannella,Trustee,Boston College,,,"Pastor, Immaculate Conception Church",,,,,103531236.0,164924.0,,,Trustee,True,
"Rev. Bradley M. Schaeffer, S.J",Trustee,Boston College,,,,,,,,103531236.0,164924.0,,,Trustee,True,
Susan Martinelli Shea,Trustee,Boston College,,,"Managing Partner, Policy Committee, Dorsey & Whitney LLP",,,,,103531236.0,164924.0,,,Trustee,True,
Marianne D. Short,Trustee,Boston College,,Newton Col Sacred Heart 1973 BA; Boston U 1976 JD,,,,,,103531236.0,164924.0,,,Trustee,True,
Patrick T. Stokes,Trustee,Boston College,,Boston Col 1964 BA; Columbia 1966 MBA,"Non-Executive Chairman, Board of Directors, Anheuser-Busch Companies, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Blenda J. Wilson,Trustee,Boston College,,Cedar Crest 1962 AB; Seton Hall 1965 MA: Boston Col 1979 PhD,"President and Chief Executive Officer, Nellie Mae Education Foundation",,,,,103531236.0,164924.0,,,Trustee,True,
Robert L. Winston,Trustee,Boston College,,,"Senior Vice President, American Funds Distributors, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Sally Engelhard Pingree,Trustee,Boston College,,Trinity Col (CT),,,,,,103531236.0,164924.0,,,Trustee,True,
"T. Frank Kennedy, S.J",Secretary,Boston College,,,"Director, Jesuit Institute, Boston College",,,,,103531236.0,164924.0,,,Other Board Member,True,
"Rev. William P. Leahy, SJ",Trustee,Boston College,,,,,,,,103531236.0,164924.0,,,Trustee,True,
Kathleen Powers Haley,Trustee,Boston College,,,,,,,,103531236.0,164924.0,,,Trustee,True,
Michaela Murphy Hoag,Trustee,Boston College,,,,,,,,103531236.0,164924.0,,,Trustee,True,
The Honorable Darcel D. Clark,Trustee,Boston College,,,"Judge, Criminal Court, City of New York, New York",,,,,103531236.0,164924.0,,,Trustee,True,
"Charles I. Clough, Jr",Trustee,Boston College,,,"Chairman and Chief Executive Officer, Clough Capital Partners, LP",,,,,103531236.0,164924.0,,,Trustee,True,
"John M. Connors, Jr",Trustee,Boston College,,,"Chairman Emeritus, Hill, Holliday, Connors, Cosmopulos, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Leo. Corcoran,Trustee,Boston College,,,"Owner, Autumn Development Company, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Robert M. Devlin,Trustee,Boston College,,,"Chairman, Curragh Capital Partners",,,,,103531236.0,164924.0,,,Trustee,True,
Francis A. Doyle,Trustee,Boston College,,,"President and Chief Executive Officer, Connell Limited Partnership",,,,,103531236.0,164924.0,,,Trustee,True,
Patrick Carney,Trustee,Boston College,,,"Chairman and Chief Executive Officer, Claremont Companies",,,,,103531236.0,164924.0,,,Trustee,True,
John F. Fish,Trustee,Boston College,,,"President and Chief Executive Officer, Suffolk Construction Company, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Keith A. Francis,Trustee,Boston College,,,"Senior Intelligence Analyst, United States Department of Justice",,,,,103531236.0,164924.0,,,Trustee,True,
Mario J. Gabelli,Trustee,Boston College,,,"Chairman, Chief Executive Officer and Chief Investment Officer, Value, GAMCO Investors, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
William J. Geary,Chairman,Boston College,,,"Partner, North Bridge Venture Partners",,,,,103531236.0,164924.0,,,Board President,True,
Janice Gipson,Trustee,Boston College,,,,,,,,103531236.0,164924.0,,,Trustee,True,
Mary J. Steele Guilfoile,Trustee,Boston College,,,"Chairman, MG Advisors, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Cynthia Lee Egan,Trustee,Boston College,,,"President and Director, T. Rowe Price Retirement Plan Services, Inc",,,,,103531236.0,164924.0,,,Trustee,True,
Richard B. DeWolfe,Trustee,Boston University,,,"Managing Partner, De Wolfe & Company, LLC",,,,,111088046.0,164988.0,,,Trustee,True,
Patricia K. Donahoe,Trustee,Boston University,,,"Marshall K. Bartlett Professor of Surgery, Harvard A brolbax Medical School, Harvard University",,,,,111088046.0,164988.0,,,Trustee,True,
Kenneth J. Feld,Trustee,Boston University,,Boston U 1970,"Chairman and Chief Executive Officer, Feld Entertainment, Inc",,,,,111088046.0,164988.0,,,Trustee,True,
Sidney J. Feltenstein,Trustee,Boston University,,,"Chairman and Chief Executive Officer, Yorkshire Gobal Restaurants, Inc",,,,,111088046.0,164988.0,,,Trustee,True,
Wendy K. Mariner,Ex Officio Trustee,Boston University,,Columbia 1971 JD; Harvard 1979 MPH; NYU LLM,,,,,,111088046.0,164988.0,,,"Trustee, Ex Officio",True,
Wendy K. Mariner,Faculty Council Chairman,Boston University,,Columbia 1971 JD; Harvard 1979 MPH; NYU LLM,,,,,,111088046.0,164988.0,,,Board President,True,
Alan M. Leventhal,Trustee,Boston University,,Northwestern 1974 BA; Amos Tuck 1976 MBA,"Chairman and Chief Executive Officer, Beacon Capital Partners, LLC",,,,,111088046.0,164988.0,,,Trustee,True,
Eric S. Lander,Trustee,Boston University,,Princeton 1978 BA; Oxford (UK) 1981 PhD,"Founder and Director, The Eli and Edythe L. Broad Institute",,,,,111088046.0,164988.0,,,Trustee,True,
"Cleve L. Killingsworth, Jr",Trustee,Boston University,,MIT 1974 BS; Yale 1976 MPH,"President and Chief Executive Officer, Blue Cross and Blue Shield of Massachusetts, Inc",,,,,111088046.0,164988.0,,,Trustee,True,
Elaine Kirshenbaum,Trustee,Boston University,,,"Vice President, Policy, Planning, and Membership, Massachusetts Medical Society",,,,,111088046.0,164988.0,,,Trustee,True,
"John P. Howe III, M.D.",Trustee,Boston University,,,"President and Chief Executive Officer, Project HOPE",,,,,111088046.0,164988.0,,,Trustee,True,
Bahaa R. Hariri,Trustee,Boston University,,,"President and Chief Executive Officer, Exceed SA",,,,,111088046.0,164988.0,,,Trustee,True,
Ronald G. Garriques,Trustee,Boston University,,Boston U BS; Stanford 1987 MS; Wharton 1993 MBA,"President, Global Consumer, Dell Inc",,,,,111088046.0,164988.0,,,Trustee,True,
Sung Eun Han-Andersen,Trustee,Boston University,,Boston U 1985,,,,,,111088046.0,164988.0,,,Trustee,True,
David F. D'Alessandro,Vice Chairman,Boston University,,Utica Col Syracuse 1972 BS,"Chairman and Chief Executive Officer, John Hancock Financial Services, Inc",,,,,111088046.0,164988.0,,,Board Vice President,True,
Richard C. Godfrey,Trustee,Boston University,,Augustana (IL) 1976 BA; Boston U 1979 JD,"Member, Firm Committee, Kirkland & Ellis LLP",,,,,111088046.0,164988.0,,,Trustee,True,
Robert A. Knox,Chairman,Boston University,,"Boston U 1974 BA, 1975 MBA","Senior Managing Director, Cornerstone Equity Investors, LLC",,,,,111088046.0,164988.0,,,Board President,True,
Jonathan R. Cole,Trustee,Boston University,,"Columbia 1964 BA, 1969 PhD","John Mitchell Mason Professor of the University and Provost Emeritus and Dean Emeritus of Faculties, Columbia University",,,,,111088046.0,164988.0,,,Trustee,True,
Peter T. Paul,Trustee,Boston University,,,"Chairman and Chief Executive Officer, Paul Financial",,,,,111088046.0,164988.0,,,Trustee,True,
Frederick H. Chicos,Trustee,Boston University,,,"Chairman Emeritus, The Chickering Group",,,,,111088046.0,164988.0,,,Trustee,True,
"C. A. ""Lance"" Piccolo",Trustee,Boston University,,Boston U 1962 BS,"President and Chief Executive Officer, HealthPic Consultants, Inc",,,,,111088046.0,164988.0,,,Trustee,True,
Stuart W. Pratt,Trustee,Boston University,,,"Chairman, Fort Point Real Estate Corporation",,,,,111088046.0,164988.0,,,Trustee,True,
Allen I. Questrom,Trustee,Boston University,,Boston U 1964 BS,"Principal, AEA Investors LiC",,,,,111088046.0,164988.0,,,Trustee,True,
"Richard D. ""Rick"" Reidy",Ex Officio Trustee,Boston University,,Boston U 1982,"President, DataDirect Technologies",,,,,111088046.0,164988.0,,,"Trustee, Ex Officio",True,
Sharon G. Ryan,Trustee,Boston University,,Boston U 1970,,,,,,111088046.0,164988.0,,,Trustee,True,
Richard C. Shipley,Trustee,Boston University,,,,,,,,111088046.0,164988.0,,,Trustee,True,
Hugo X. Shong,Trustee,Boston University,,Boston U 1987,"Senior Vice President and President, IDG Asia, International Data Group",,,,,111088046.0,164988.0,,,Trustee,True,
Richard D. Cohen,Trustee,Boston University,,,"President, Capital Properties Associates, LP",,,,,111088046.0,164988.0,,,Trustee,True,
Bippy M. Siegal,Trustee,Boston University,,,"Chief Executive Officer, Raycliff Capital",,,,,111088046.0,164988.0,,,Trustee,True,
Bishop Peter Weaver,Trustee,Boston University,,,"Bishop, The United Methodist Church",,,,,111088046.0,164988.0,,,Trustee,True,
JoAnn McGrath,Trustee,Boston University,,,"Managing Partner, The Heritage Group",,,,,111088046.0,164988.0,,,Trustee,True,
"J. Kenneth Menges, Jr.",Trustee,Boston University,,Boston U 1979 BSBA; Harvard 1982 JD,"Contact, Corporate Practice Group, Akin Gump Strauss Hauer & Feld LLP",,,,,111088046.0,164988.0,,,Trustee,True,
Terry L. Andreas,Trustee,Boston University,,,"Chair, The School for Field Studies",,,,,111088046.0,164988.0,,,Trustee,True,
John Battaglino,Trustee,Boston University,,,"Senior Vice President, Barnes & Noble College Booksellers, Inc",,,,,111088046.0,164988.0,,,Trustee,True,
Robert A. Brown,Ex Officio Trustee,Boston University,,,,,,,,111088046.0,164988.0,,,"Trustee, Ex Officio",True,
Philip L. Bullen,Trustee,Boston University,,,"Chief Investment Officer, Large Capital Core Stocks, Fidelity Investments Institutional Services Company, Inc.",,,,,111088046.0,164988.0,,,Trustee,True,
Marshall M. Sloane,Trustee,Boston University,,,"Founder, Chairman and Chief Executive OfficerCentury Bank and Trust Company",,,,,111088046.0,164988.0,,,Trustee,True,
Carla E. Meyer,Trustee,Boston University,,Boston U 1978,,,,,,111088046.0,164988.0,,,Trustee,True,
Gershon Kekst,Vice Chairman,Brandeis University,,,"President, Kekst and Company Incorporated",,,,,6902469.0,165015.0,,,Board Vice President,True,
Carol R. Saivetz,Trustee,Brandeis University,,Brandeis 1969,,,,,,6902469.0,165015.0,,,Trustee,True,
Jeanette Lerman-Neubauer,Trustee,Brandeis University,,Brandeis 1969 BA; Stanford 1971 AM,,,,,,6902469.0,165015.0,,,Trustee,True,
Stuart Lewtan,Trustee,Brandeis University,,Brandeis 1984 BA,,,,,,6902469.0,165015.0,,,Trustee,True,
Paul M. Zlotoff,Secretary,Brandeis University,,Brandeis 1972,,,,,,6902469.0,165015.0,,,Other Board Member,True,
Rhonda S. Zinner,Treasurer,Brandeis University,,,,,,,,6902469.0,165015.0,,,Other Board Member,True,
Barton J. Winokur,Trustee,Brandeis University,,Cornell 1961 AB; Harvard 1964 LLB,"Chairman and Chief Executive Officer, Dechert LLP, Cira Centre, 2929 Arch Street, Philadelphia, PA 19104-2808",,,,,6902469.0,165015.0,,,Trustee,True,
Linda Whitlock,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
John L. Usdan,Trustee,Brandeis University,,,"President, Midwood Management Corp",,,,,6902469.0,165015.0,,,Trustee,True,
Perry M. Traquina,Secretary,Brandeis University,,Brandeis 1978,,,,,,6902469.0,165015.0,,,Other Board Member,True,
Thomas H. Lee,Trustee,Brandeis University,,Harvard 1965 AB,"President and Chief Executive Officer, Lee Equity Partners, LLC",,,,,6902469.0,165015.0,,,Trustee,True,
Michael H. Steinhardt,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
Lynn Schusterman,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
Henry J. Aboodi,Trustee,Brandeis University,,Brandeis 1986,,,,,,6902469.0,165015.0,,,Trustee,True,
"E. John Rosenwald, Jr.",Trustee,Brandeis University,,"Dartmouth 1952 AB, 1953 MBA",,,,,,6902469.0,165015.0,,,Trustee,True,
Robert S. Rifkind,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
Jehuda Reinharz,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
Stephen R. Reiner,Trustee,Brandeis University,,Brandeis 1961,,,,,,6902469.0,165015.0,,,Trustee,True,
Ronald A. Ratner,Trustee,Brandeis University,,Brandeis 1969; UCLA,"President and Chief Executive Officer, Forest City Residential Group, Inc1100 Terminal Tower, 50 Public Square, Cleveland, OH 44113",,,,,6902469.0,165015.0,,,Trustee,True,
Louis Perlmutter,Trustee,Brandeis University,,Brandeis 1956,,,,,,6902469.0,165015.0,,,Trustee,True,
Malcolm L. Sherman,Chairman,Brandeis University,,Cornell 1953 BA,"Chairman and Chief Executive Officer, Ecko Group, Inc",,,,,6902469.0,165015.0,,,Board President,True,
Myra H. Kraft,Trustee,Brandeis University,,Brandeis 1964 BA,,,,,,6902469.0,165015.0,,,Trustee,True,
Meyer G. Koplow,Trustee,Brandeis University,,Brandeis 1972 BA; NYU 1976 JD,,,,,,6902469.0,165015.0,,,Trustee,True,
Dolores Kohl,Treasurer,Brandeis University,,Brandeis 1955,,,,,,6902469.0,165015.0,,,Other Board Member,True,
Allen B. Alter,Trustee,Brandeis University,,Brandeis 1971,,,,,,6902469.0,165015.0,,,Trustee,True,
Leonard J. Asper,Trustee,Brandeis University,,Brandeis 1986,,,,,,6902469.0,165015.0,,,Trustee,True,
Alex Barkas,Trustee,Brandeis University,,Brandeis 1968 BA,,,,,,6902469.0,165015.0,,,Trustee,True,
Charles R. Bronfman,Trustee,Brandeis University,,McGill (Canada),,,,,,6902469.0,165015.0,,,Trustee,True,
Jack M. Connors,Vice Chairman,Brandeis University,,,,,,,,6902469.0,165015.0,,,Board Vice President,True,
D. Ronald Daniel,Trustee,Brandeis University,,Wesleyan Col 1952 BA; Harvard 1954 MBA,,,,,,6902469.0,165015.0,,,Trustee,True,
Jonathan Davis,Trustee,Brandeis University,,Brandeis 1975,,,,,,6902469.0,165015.0,,,Trustee,True,
Donald G. Drapkin,Trustee,Brandeis University,,Brandeis 1968 BA; Columbia 1971 JD,,,,,,6902469.0,165015.0,,,Trustee,True,
Walter S. Mossberg,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
William S. Friedman,Trustee,Brandeis University,,Brandeis 1965 BA,,,,,,6902469.0,165015.0,,,Trustee,True,
Thomas P. Glynn,Trustee,Brandeis University,,Brandeis 1977 PhD,"Chief Operating Officer, Partners HealthCare System, inc",,,,,6902469.0,165015.0,,,Trustee,True,
Vartan Gregorian,Trustee,Brandeis University,,"Stanford 1958 BA, 1964 PhD","President, Carnegie Corporation of New York",,,,,6902469.0,165015.0,,,Trustee,True,
Sylvia K. Hassenfeld,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
Jonathon S. Jacobson,Trustee,Brandeis University,,Wharton 1983 BS; Harvard 1987 MBA,,,,,,6902469.0,165015.0,,,Trustee,True,
Daniel J. Jick,Trustee,Brandeis University,,Brandeis 1979,,,,,,6902469.0,165015.0,,,Trustee,True,
Kenneth S. Kaiserman,Trustee,Brandeis University,,Brandeis 1960,,,,,,6902469.0,165015.0,,,Trustee,True,
Stephen B. Kay,Trustee,Brandeis University,,,"Limited Partner, Goldman, Sachs & Co85 Broad St., New York, NY 10004",,,,,6902469.0,165015.0,,,Trustee,True,
Carol Ann Kern,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
Morton Ginsberg,Trustee,Brandeis University,,Brandeis 1956,,,,,,6902469.0,165015.0,,,Trustee,True,
Barbara A. Mandel,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,,,Trustee,True,
Charles M. Royce,Trustee,Brown University,,Brown 1961 AB; Columbia 1963 MBA,"President and Chief Investment Officer, Royce & Associates, LLC1414 Ave. of the Americas, 9th Fl., New York, NY 10019",,,,,27804330.0,217156.0,,,Trustee,True,
Eileen M. Rudden,Trustee,Brown University,,Brown 1972 AB; Harvard 1976 MBA,,,,,,27804330.0,217156.0,,,Trustee,True,
Joan Wernig Sorensen,Trustee,Brown University,,Brown 1972 AB,"Director, Development and Public Relations, Interfaith Health Care Ministries, Rhode Island Hospital",,,,,27804330.0,217156.0,,,Trustee,True,
Barry S. Rosenstein,Trustee,Brown University,,Lehigh 1981; Wharton 1984 MBA,,,,,,27804330.0,217156.0,,,Trustee,True,
H. Anthony Ittleson,Trustee,Brown University,,,"Chairman and President, Ittleson Foundation Inc 15 East 67th Street, New York, NY 10065",,,,,27804330.0,217156.0,,,Trustee,True,
Hannelore Rodriguez-Farrar,Trustee,Brown University,,,,,,,,27804330.0,217156.0,,,Trustee,True,
Carmen M. Rodriguez,Trustee,Brown University,,,,,,,,27804330.0,217156.0,,,Trustee,True,
Alison Ressler,Treasurer,Brown University,,Brown 1980 AB; Columbia 1983 JD,"Deputy Coordinator, Private Equity Practice Area, Sullivan & Cromwell LLP1888 Century Park East, Los Angeles, CA 90067-1725",,,,,27804330.0,217156.0,,,Other Board Member,True,
Laurinda H. Spear,Trustee,Brown University,,,"Principal, Arquitectonica International Corporation801 Brickell Ave, Miami, FL 33131",,,,,27804330.0,217156.0,,,Trustee,True,
Ralph F. Rosenberg,Trustee,Brown University,,,"Managing Partner, R6 Capital ManagementOne East 57th Street, New York, NY 10022",,,,,27804330.0,217156.0,,,Trustee,True,
Anita V. Spivey,Trustee,Brown University,,,,,,,,27804330.0,217156.0,,,Trustee,True,
"Paul M. ""Mel"" Baiada",Trustee,Brown University,,,,,,,,27804330.0,217156.0,,,Trustee,True,
Marta Tienda,Trustee,Brown University,,"Michigan 1972 BA; Texas 1975 MA, 1977 PhD","Maurice P. During '22 Professor in Demographic Studies [Professor of Sociology and Public Affairs], Princeton UniversityAmber Hall, 21 Prospect Road, Princeton, NJ 08544",,,,,27804330.0,217156.0,,,Trustee,True,
