Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
Karen Elliott House,Secretary,Boston University,,,"President, International Group, Dow Jones & Company 200 Liberty St., New York, NY 10281 Tel: (212) 416-2219 Fax: (212) 416-2655",146.0,,111088046.0,164988.0,,,Other Board Member,True,
Esther A.H. Hopkins,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Norman E. Gaut,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
James M. Howell,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Luci Baines Johnson,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Kevin J. Kinsella,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Robert A. Knox,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Alan M. Leventhal,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
William F. Macauley,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Edward I. Masterman,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
"J. Kenneth Menges, Jr.",Vice Chairman,Boston University,,"Partner, Akin, Gump, Strauss. Hauer & Feld, L.L.P1700 Pacific Ave., Ste. 4100, Dallas, TX 75201-4675 Tel: (214) 969-2783 Fax: (214) 969-4343",Harvard 1982 JD,146.0,,111088046.0,164988.0,,,Board Vice President,True,
Richard R. Joaquim,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Agostino Galluzzo,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Duane D. Fitzgerald,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Kenneth J. Feld,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Terry L. Andreas,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Christopher A. Barreca,Vice Chairman,Boston University,,,,146.0,,111088046.0,164988.0,,,Board Vice President,True,
Craig T. Bouchard,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
"Fredric Avery Bourke, Jr",Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Robert A. Brown,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Frederick H. Chicos,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Earle M. Chiles,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
"Howard L. Clark, Jr",Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Clyde R. Claus,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Elliot H. Cole,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Kenneth G. Condon,Treasurer,Boston University,,,,146.0,,111088046.0,164988.0,,,Other Board Member,True,
Earle C. Cooley,Chairman,Boston University,,,,146.0,,111088046.0,164988.0,,,Board President,True,
Suzanne Cutler,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
David F. D'Alessandro,Trustee,Boston University,,,"President & Chief Operations Officer; President & Chief Executive Officer (Beginning June 1,2000), John Hancock Mutual Life Insurance Company John Hancock PI., P.O. Box 111, Boston, MA 02117 Tel: (617) 572-6400 Fax: (617) 572-6451",146.0,,111088046.0,164988.0,,,Trustee,True,
Edson D. de Castro,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Richard B. DeWolfe,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Patricia K. Donahoe,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Melvin B. Miller,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Leopold Adler II,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
R. Richard Ablon,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
David M. Myers,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
"John F. Smith, Jr.",Trustee,Boston University,,,"Chairman, President and Chief Executive Officer, General Motors Corporation 100 Renaissance Ct., P.O. Box 100, Detroit, MI 48265-1000 Tel: (313) 556-5000 Fax: (313) 556-1988",146.0,,111088046.0,164988.0,,,Trustee,True,
Marshall M. Sloane,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
John Silber,Chancellor,Boston University,,,,146.0,,111088046.0,164988.0,,,Board President,True,
Allen I. Questrom,Trustee,Boston University,,,,146.0,,111088046.0,164988.0,,,Trustee,True,
Adam Zirkin,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Rhonda S. Zinner,Student Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Barton J. Winokur,Trustee,Brandeis University,,Cornell 1961 BA; Harvard 1964 JD,,151.0,,6902469.0,165015.0,,,Trustee,True,
Werner Weidenfeld,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Jesse M. Wald,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Samuel N. Strum,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Sheldon Irvin Stein,Trustee,Brandeis University,,Brandeis 1974 BA: Harvard 1977 J,"Partner, Hughes & Luce",151.0,,6902469.0,165015.0,,,Trustee,True,
Myra H. Kraft,Vice Chairperson,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Board Vice President,True,
Thomas H. Lee,Trustee,Brandeis University,,,"President, Thomas H. Lee Company 75 State St., Ste. 2600, Boston, MA 02109 Tel: (617) 227-1050 Fax: (617) 227-7451",151.0,,6902469.0,165015.0,,,Trustee,True,
Jeanette Paula Leman,Trustee,Brandeis University,,Brandeis 1969 BA; Stanford 1971 MA,"Associate Producer, International Cinemedia; Vice President and General Manager, Merrill Lynch Video Network; Vice President, Marcia F. Levy. Corporate Communications, Unisys Corporation",151.0,,6902469.0,165015.0,,,Trustee,True,
Bernard W. Nussbaum,Trustee,Brandeis University,,,"Senior Partner, Wachtell, Lipton, Rosen & Katz",151.0,,6902469.0,165015.0,,,Trustee,True,
Toby S. Nussbaum,Faculty Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Hung Pendleton,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Louis Perlmutter,Trustee,Brandeis University,,Brandeis 1956 BA; Michigan 1959 JD,"Executive Managing Director, Lazard Freres & Co. LLC 30 Rockefeller Plz., New York, NY 10112-0002",151.0,,6902469.0,165015.0,,,Trustee,True,
Suk Won Kim,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Ronald A. Ratner,Secretary,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Other Board Member,True,
Stephen R. Reiner,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Jehuda Reinharz,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Ann Richards,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Robert S. Rifkind,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Barbara C. Rosenberg,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Carol R. Saivetz,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Richard Saivetz,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Stephen R. Reiner,President,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Board President,True,
Gershon Kekst,Trustee,Brandeis University,,,"Founder and President, Kekst and Co., Inc437 Madison Ave., New York, NY 10022-7001",151.0,,6902469.0,165015.0,,,Trustee,True,
Daniel J. Jick,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Marjorie G. Housen,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Ronald Bakalarz,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Richard Bergel,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Stephen Berger,Trustee,Brandeis University,,Brandeis 1959 BA,"Partner, Odyssey Partners, L.P31 W. 52nd St., 22nd Fl., New York, NY 10019-6118",150.0,,6902469.0,165015.0,,,Trustee,True,
Donald G. Drapkin,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Stuart E. Eizenstat,Trustee,Brandeis University,,North Carolina 1964 AB; Harvard 1967 LLB,"Undersecretary of State, Economic Business and Agricultural Affairs, U.SDepartment of Commerce 14th Constitution Ave., NW, Ste. 3805Washington, DC 20011",150.0,,6902469.0,165015.0,,,Trustee,True,
Daniel J. Elkaim,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Jane G. Eskind,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Leonard L. Farber,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Heather Feldman,Graduate Student Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Gordon Fellman,Faculty Trustee,Brandeis University,,Antioch 1957 BA; Harvard 1964 PhD,,150.0,,6902469.0,165015.0,,,Trustee,True,
Henry Louis Foster,Trustee,Brandeis University,,,"Chairman, Charles River Labs, Inc251 Ballardvale St., Wilmington, MA 01887-1096",150.0,,6902469.0,165015.0,,,Trustee,True,
Thomas L. Friedman,Trustee,Brandeis University,,,"Columnist, Foreign Affairs, The New York Times 299 W. 43rd St., New York, NY 10036",150.0,,6902469.0,165015.0,,,Trustee,True,
Charles H. Goodman,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Steven Grossman,Chairman,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Board President,True,
Sylvia K. Hassenfeld,Vice Chairman,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Board Vice President,True,
Christie A. Hefner,Trustee,Brandeis University,,Brandeis 1974 BA,"Chairman and Chief Executive Officer Playboy Enterprises Inc680 N. Lake Shore Dr., Chicago, IL 60611-4402",150.0,,6902469.0,165015.0,,,Trustee,True,
Jacob Hiatt,Trustee,Brandeis University,,,,150.0,,6902469.0,165015.0,,,Trustee,True,
Michael J. Sandel,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Samuel Osiah Thier,Trustee,Brandeis University,,SUNY (Syracuse) 1960 MD,"Chief Executive Officer, Partners HealthCare System, Inc",151.0,,6902469.0,165015.0,,,Trustee,True,
Ronald S. Lauder,Chairman,Brandeis University,,,"Chairman, Estee Lauder International Inc767 Sth Ave, New York, NY 10153 Tel: (212) 572-4200",151.0,,6902469.0,165015.0,,,Board President,True,
Malcolm L. Sherman,Trustee,Brandeis University,,Cornell 1953 BA,"Executive Vice President, Ideal Shoe Company; Executive Vice President, Zayre Corporation",151.0,,6902469.0,165015.0,,,Trustee,True,
Robert Shapiro,Trustee,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Trustee,True,
Arthur B. Sandler,Treasurer,Brandeis University,,,,151.0,,6902469.0,165015.0,,,Other Board Member,True,
Charles M. Rosenthal,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Robert E. Turner,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Debra L. Lee,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Joanne Leedom-Ackerman,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
W. Duncan MacMillan,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Matthew J. Mallow,Treasurer,Brown University,,,,154.0,,27804330.0,217156.0,,,Other Board Member,True,
Robin Neustein,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Frank Newman,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Marie J. Langlois,Vice Chancellor,Brown University,,,,154.0,,27804330.0,217156.0,,,Board Vice President,True,
Itzhak Perlman,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Barbara J. Reisman,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Chelsey Remington,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
William R. Rhodes,Trustee,Brown University,,"Vice Chairman, Citigroup Inc399 Park Ave., 2nd Fl., New York, NY 10043 Tel: (212) 559-1666",Brown 1957 BA,154.0,,27804330.0,217156.0,,,Trustee,True,
Stephen Robert,Chancellor,Brown University,,,,154.0,,27804330.0,217156.0,,,Board President,True,
Charles M. Royce,Trustee,Brown University,,,"President and Chief Executive Officer, Royce & Associates 1414 Ave. of the Americas, 9th Fl., New York, NY 10019 Tel: (212) 486-1445 Fax: (212) 752-8875 Brown 1961 BA; Columbia 1963 MBA",154.0,,27804330.0,217156.0,,,Trustee,True,
Anita V. Spivey,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Steven L. Rattner,Trustee,Brown University,,,"Deputy Chief Executive and Managing Director; Member, Management Committee, Lazard Freres & Co. LLC 30 Rockefeller Plz., New York, NY 10020 Tel: (212) 632-6154",154.0,,27804330.0,217156.0,,,Trustee,True,
Fraser A. Lang,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
H. Anthony Ittleson,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Jeffrey W. Greenberg,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Elizabeth B. West,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Peter W. Bernstein,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Stanley J. Bernstein,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Thomas W. Berry,Trustee,Brown University,,,"Limited Partner, Goldman, Sachs & Co85 Broad St., New York, NY 10004 Tel: (212) 902-1000 Fax: (212) 902-4103",154.0,,27804330.0,217156.0,,,Trustee,True,
Nancy L. Buc,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Vincent J. Buonanno,Trustee,Brown University,,,,,,27804330.0,217156.0,,,Trustee,True,
J. Scott Burns,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Deborah A. Coleman,Trustee,Brown University,,,,,,27804330.0,217156.0,,,Trustee,True,
Ramon C. Cortines,Trustee,Brown University,,,"Chancellor, New York City Board of Education * Member of the Board",154.0,,27804330.0,217156.0,,,Trustee,True,
Spencer R. Crew,Trustee,Brown University,,Brown 1971 BA; Rutgers 1973 MA 1979 PhD,"Director, National Museum of American History 14th St. and Constitution Ave., NW, Washington, DC 20560 Tel: (202) 357-2510",154.0,,27804330.0,217156.0,,,Trustee,True,
"Paul R. Dupee, Jr",Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Fredric B. Garonzik,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Eleanor H. Gimon,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Martin J. Granoff,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Peter B. Green,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
O. Rogeriee Thompson,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Ralph J. Begleiter,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Frederic M. Alper,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
W. Terence Walsh,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
Jerome C. Vascellaro,Trustee,Brown University,,,,154.0,,27804330.0,217156.0,,,Trustee,True,
"Alexander C. Speyer, Jr.",Trustee Emeritus,Carnegie Mellon University,,,"President, Parsons, Inc. and North Star Coal Company",181.0,,74973139.0,211440.0,,,Trustee,True,
William P. Snyder III,Trustee Emeritus,Carnegie Mellon University,,,"President and Chairman, The Wilpen Group, Inc",181.0,,74973139.0,211440.0,,,Trustee,True,
Raymond W. Smith,Trustee,Carnegie Mellon University,,"Carnegie Mellon 1959 BS, 1960 BS; Pittsburgh 1967 MBA","Chairman, Rothschild North America Inc",181.0,,74973139.0,211440.0,,,Trustee,True,
Barrie Dinkins Simpson,Trustee,Carnegie Mellon University,,,"President, Warren Industries",181.0,,74973139.0,211440.0,,,Trustee,True,
Herbert A. Simon,Faculty Trustee Emeritus,Carnegie Mellon University,,,,181.0,,74973139.0,211440.0,,,Trustee,True,
Joyce Bowie Scott,Trustee,Carnegie Mellon University,,,"Artist, J. Bowie Scott Studio",181.0,,74973139.0,211440.0,,,Trustee,True,
Kathryn Shaw,Chairman,Carnegie Mellon University,,,Faculty Senate and Ex Officio Trustee,181.0,,74973139.0,211440.0,,,Board President,True,
David S. Shapira,Vice Chairman,Carnegie Mellon University,,,"Chairman and Chief Executive Officer, Giant Eagle, Inc",181.0,,74973139.0,211440.0,,,Board Vice President,True,
Vincent A. Sarni,Trustee,Carnegie Mellon University,,,"Chairman and Chief Executive Officer, PPG Industries, Inc",181.0,,74973139.0,211440.0,,,Trustee,True,
James E. Rohr,Trustee,Carnegie Mellon University,,Notre Dame 1970 BA; Ohio State 1972 MBA,"President and Chief Operating Officer, PNC Bank Corporation",181.0,,74973139.0,211440.0,,,Trustee,True,
James C. Stalder,Trustee,Carnegie Mellon University,,,"Office Managing Partner, PricewaterhouseCoopers",181.0,,74973139.0,211440.0,,,Trustee,True,
Alvin Rogal,Trustee Emeritus,Carnegie Mellon University,,,"Chairman, Hilb, Rogal & Hamilton Company of Pittsburgh, Inc",181.0,,74973139.0,211440.0,,,Trustee,True,
Herbert A. Simon,"Richard King Mellon Professor, Computer Science And Psychology",Carnegie Mellon University,,,,181.0,,74973139.0,211440.0,,,Trustee,True,
Donald E. Stingel,Trustee Emeritus,Carnegie Mellon University,,,"Director, Export-Import Bank of the U.S.; President, Swindell-Dressler Company of Pittsburgh",181.0,,74973139.0,211440.0,,,Trustee,True,
Milton A. Washington,Trustee,Carnegie Mellon University,,,"Chairman, SSM Industries, Inc",181.0,,74973139.0,211440.0,,,Trustee,True,
John E. Swearingen,Trustee Emeritus,Carnegie Mellon University,,,"Chairman of the Board, Standard Oil Company (Indiana)",181.0,,74973139.0,211440.0,,,Trustee,True,
James W. Taylor,Trustee Emeritus,Carnegie Mellon University,,,,181.0,,74973139.0,211440.0,,,Trustee,True,
John D. Turner,Trustee,Carnegie Mellon University,,,"President and Chief Executive Officer, Copperweld Corporation",181.0,,74973139.0,211440.0,,,Trustee,True,
Mary Ann Ulishney,Trustee,Carnegie Mellon University,,,"Vice President, Trust Department, Norwest Bank",181.0,,74973139.0,211440.0,,,Trustee,True,
Sunil Wadhwani,Trustee,Carnegie Mellon University,,,"Co-Chairman, Chief Executive Officer and Co-Founder, Mastech Corporation",181.0,,74973139.0,211440.0,,,Trustee,True,
Paula Kauffman Wagner,Trustee,Carnegie Mellon University,,,"Partner, C/W Productions, Paramount Pictures",181.0,,74973139.0,211440.0,,,Trustee,True,
James M. Walton,Trustee,Carnegie Mellon University,,,"Vice Chairman, MMC Group, Inc",181.0,,74973139.0,211440.0,,,Trustee,True,
