Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
David C. Baldwin,Board Member,Baylor College Of Medicine,,,,140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Gregory D. Brenneman,Board Member,Baylor College Of Medicine,,Washburn 1984 BBA; Harvard 1988 MBA,"Executive Chairman of the Board, The Quiznos Master LLC1475 Lawrence Street, Suite 400, Denver, CO 80202",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Robert L. Brewton,Board Member,Baylor College Of Medicine,,,"President, Brewton Investment Corporation",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Philip J. Burguieres,Board Member,Baylor College Of Medicine,,Southwestern Louisiana 1965 BS: Pennsylvania 1970 MBA,"Chairman and Chief Executive Officer, EMC Holdings LLC",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Rev. Kirbyjon H. Caldwell,Board Member,Baylor College Of Medicine,,Carleton 1975 BA; Pennsylvania 1977 MBA: Southern Methodist 1981 MTh; Huston-Tillotson 1994 DL: cal Aunt dh Carleton 1999 DL,,140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
W. Fred Cameron,Board Member,Baylor College Of Medicine,,,"Partner, Fulbright & Jaworski L.L.P",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
James Y. Chao,Board Member,Baylor College Of Medicine,,MIT BS: Columbia MBA,"Chairman, Westlake Chemical Corporation",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Milane Duncan-Frantz,Board Member,Baylor College Of Medicine,,,,140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Sally Anderson Clark,Board Member,Baylor College Of Medicine,,,,140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
James C. Flores,Board Member,Baylor College Of Medicine,,,"Chairman of the Board, President and Chief Executive Officer, Plains Exploration & Production Company",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Paul William Hobby,Board Member,Baylor College Of Medicine,,Virginia BA; Texas,,140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Larry Heard,Board Member,Baylor College Of Medicine,,Baylor BBA,,140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
Gerald W. Haddock,Board Member,Baylor College Of Medicine,,Baylor BBA. JD; NYU 1972 MLT Dallas Baptist MBA,"President and Chief Executive Officer. Haddock Enterprises, LLC",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Member,True,
"Wendell D. Erwin, MD",Ex Officio Board Member,Baylor College Of Medicine,,,,140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,"Member, Ex Officio",True,
Marc J. Shapiro,Chairman of the Board,Baylor College Of Medicine,,Harvard 1970 BA: Stanford 1972 MBA,,141.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Board President,True,
"James T. ""Jim"" Hackett",Vice Chairman of the Board,Baylor College Of Medicine,,Illinois 1974 BS; Harvard 1979 MBA,"Executive Chairman, Anadarko Petroleum Corporation (Note: Retires June 4, 2013.)",140.0,,,181547552.0,Baylor College Of Medicine,223223.0,,,Board Vice President,True,
Rev. Duane Brooks,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Gary D. Elliston,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Jennifer Walker Elrod,Regent,Baylor University,,Baylor 1988 BA; Harvard 1992 JD,"Circuit Judge, Chambers of Circuit Judge JenniferWalker Elrod, United States Court of Appeals for the Fifth Circuit515 Rusk Street, Room 4627, Houston, TX 77002-2600",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Ken Carlile,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Linda Jean Brian,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
James Cary Gray,Regent,Baylor University,,"Baylor 1979 BA, 1980 BAcc, 1983 JD","Firm Managing Director, Looper Reed & McGraw, I P.C1300 Post Oak Boulevard, Suite 2000, Houston, TX 77056",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Jerry K. Clements,Regent,Baylor University,,Texas Christian 1975 BS: Baylor 1981 JD,"Chairman, Executive Committee. Locke Lord Bissell & Liddell LLP100 Congress Avenue, Suite 300, Austin, TX 78701",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
"Robert E. ""Bob"" Beauchamp",Regent,Baylor University,,Texas 1982 BBA; Houston Baptist 1987 MS,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
M. Jay Allison,Regent,Baylor University,,"Baylor 1978 BBA, 1980 MS, 1981 JD","Chairman, President and Chief Executive Officer, Comstock Resources, IncComstock Tower, 5300 Town & Country Boulevard, Suite 500, Frisco, TX 75034",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
"Albert C. Black, Jr",Regent,Baylor University,,Texas (Dallas) BA; Southern Methodist MBA,"President and Chief Executive Officer, On-Target Supplies & Logistics, Ltd1133 South Madison Avenue, Dallas, TX 75208",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Todd Still,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
C. Clifton Robinson,Regent,Baylor University,,Baylor 1963 BBA,"Chief Executive Officer, NLASCO. IncPhilip W. Stewart",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
R. Dary Stone,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Richard S. Willis,Regent,Baylor University,,,"Chairman, President and Chief Executive Officer, Baker & Taylor, Inc. (2004-2008)",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Ronald L. Olson,Regent,Baylor University,,,,143.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
David Harlan Harper,Regent,Baylor University,,Baylor 1988 BBA: Harvard 1991 JD,"Partner and Section Chair, Business Litigation Insurance/Intellectual Property Litigation Section, Haynes and Boone, LLP2323 Victory Avenue, Suite 700, Dallas, TX 75219-7673",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
"William K. Robbins, Jr",Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Jeffrey D. Reeter,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
"Joel T. Allison, FACHE",Regent,Baylor University,,Baylor 1970 BA; Trinity U 1973 MS 5,"Chairman, President and Chief Executive OfficerBaylor Health Care System",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
"Ramiro Pena, Jr",Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
"Ronald Dean ""Ron"" Murff, CPA",Regent,Baylor University,,Baylor BBA,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Mark A. McCollum,Regent,Baylor University,,Baylor 1980 BBA,"Executive Vice President and Chief Financial OfficerHalliburton Company300 North Sam Houston Parkway East, Houston, TX 77032",142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Kelly Rapp,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Milton Hixson,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
"Neal T. ""Buddy"" Jones",Regent,Baylor University,,Baylor 1974 BA. 1975 JD,,142.0,,,157394403.0,Baylor University,223232.0,,,Regent,True,
Allan Kavalich,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Jerry RuebTO SETS,Trustee,Biola University,,,"Lead Pastor, Cornerstone Church, 1000 North Studebaker Road, Long Beach, CA 90815, Tel: (562) 296-6481",146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
John Siefker,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Kennith Thompson,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Dr. Al Mijares,Trustee,Biola University,,,"Vice President, Western Region, Officers and Management, The College Board, 2099 Gateway Place, Suite 550, San Jose, CA 95110, Tel: (408) 452-1400",146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Michael Maples,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Wayne Lowell,Vice Chairman,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Board Vice President,True,
Rev. Bryan Loritts,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Hannah Lee,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
David Karnes,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Dean Bursch,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Stanley Jantz,Chairman,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Board President,True,
Carol Hawkins,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Promod Haque,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Dwight Hanger,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
G. Bradley Cole,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
David Mitchell,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
William Bauer,Trustee,Biola University,,Biola 1978 BS: San Jose State MBA,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Dr. Michael J. Wilkins,Dean of the Faculty,Biola University,Talbot School of Theology,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Barry H. Corey,Trustee,Biola University,,Biola 1974 BA. 1977 MDiv; Fuller Sem 1986 PhD,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
Ray Johnson,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
"Gorden Romberger, CPA",Trustee,Biola University,,,"Partner, Romberger, Wilson, and Beeson, Inc500 North Central Avenue, Suite 325, Glendale, CA 91203, Tel: (818) 240-8322",146.0,,,152479009.0,Biola University,110097.0,,,Trustee,True,
"David C. Weinstein, Esq",Trustee,Boston College,,Boston U; Boston Col 1975,"Career: Executive Vice President, Government Relations, FMR Corp",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"John V. Murphy, CPA",Trustee,Boston College,,Boston Col 1971 BS,,152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Robert J. Morrissey, Esq.",Trustee,Boston College,,,"Partner, Morrissey. Hawkins & Lynch",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
William S. McKiernan,Trustee,Boston College,,Boston Col 1978,"Executive Chairman and Founder, CyberSource Corporation",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Kathleen M. McGillycuddy,Chairman,Boston College,,Newton Col Sacred Heart 1971,"Executive Vice President and Head, Private Clients Group, FleetBoston Financial Corporation",152.0,,,103531236.0,Boston College,164924.0,,,Board President,True,
Peter S. Lynch,Trustee,Boston College,,Boston Col 1965 BA; Pennsylvania 1968 MBA,"Vice Chairman, Fidelity Management & Research Company",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Peter K. Markell,Trustee,Boston College,,,"Executive Vice President, Administration and Finance [Chief Financial Officer], Partners HealthCare System, Inc",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Rev. Douglas W. Marcouiller, S.J.",Trustee,Boston College,,Princeton 1975 AB; Yale 1978 MA: Weston Jesuit 1986 MDiv; Texas 1994 PhD,"Associate Professor, Economics Department, Saint Louis University",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Thomas J. ""T. J."" Maloney",Trustee,Boston College,,Boston Col 1975 BA: Fordham 1979 JD,"President, Management, Lincolnshire Management Inc",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"R. Michael Murray, Jr",Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
David M. McAuliffe,Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Stephen P. ""Steve"" Murray",Trustee,Boston College,,Boston Col 1984 BA: Columbia 1989 MBA,"Partner, J.P. Morgan Partners, LLC",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Thomas F. Ryan, Jr",Trustee,Boston College,,"Boston Col BA, BS",,153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
David P. O'Connor,Trustee,Boston College,,,"Affiliation: President, High Rise Capital Management, LP",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Rev. Brian G. Paulson, S.J.",Trustee,Boston College,,,"Affiliation: Rector, Jesuit Community, Loyola University Chicago",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Richard F. Powers III,Trustee,Boston College,,Boston Col 1967 BS; Columbia 1972 MBA,,153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Rev. William P. Leahy, S.J.",Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Rev. Nicholas A. Sannella,Trustee,Boston College,,,"Affiliation: Pastor, Immaculate Conception Church",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Rev. Bradley M. Schaeffer, S.J",Trustee,Boston College,,,"Affiliation: Rector, Faber Jesuit Community",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Philip W. Schiller,Trustee,Boston College,,Boston Col 1982 BS,"A miliation: Senior Vice President, Worldwide Marketing. Apple IncOne Infinite Loop, Cupertino, CA 95014-2084",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Susan Martinelli ""Sue"" Shea.",Trustee,Boston College,,,,153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Marianne D. Short, Esq.",Trustee,Boston College,,Newton Col Sacred Heart 1973 BA: Boston U 1976 JD,"Affiliation: Managing Partner, Policy Committee, Dorsey & Whitney LLP",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Ralph C. Stayer,Trustee,Boston College,,,"Affiliation: Chairman, President and Chief Executive Officer, Johnsonville Sausage LLC",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Patrick T. Stokes,Trustee,Boston College,,Boston Col 1964 BA: Columbia 1966 MBA,"Affiliation: Chairman, Grey Eagle Distributors",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Brien M. O'Brien,Trustee,Boston College,,,"Research, Incmen iation: Chairman and Chief Executive Oficer, Advisory",153.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"Dr. Timothy R. Lannon, S.J",Trustee,Boston College,,"Creighton 1973 BS; Weston Jesuit 1986 MDiv, 1987 ThM; Harvard 1996 EdM, 2000 EdD",,152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Michaela Murphy Hoag,Trustee,Boston College,,Boston Col 1986,"Interior Designer, Treasured Designs",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"T. Frank Kennedy, S.J",Secretary,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,,,Other Board Member,True,
Drake G. Behrakis,Trustee,Boston College,,Boston Col 1986,"President and Chief Executive Officer, Marwick Associates",151.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Patricia Lynott Bonan,Trustee,Boston College,,Boston Col 1972; Harvard 1975 JD,"Partner, Winston & Strawn LLP",151.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Cathy M. Brienza,Trustee,Boston College,,Newton Col Sacred Heart 1971; NYU MBA,"Partner, WallerSutton 2000, LP",151.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Karen Izzi Bristing,Trustee,Boston College,,,,151.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
The Honorable Darcel D. Clark,Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
"John E. Buehler, Jr",Trustee,Boston College,,Boston Col 1969 AB; Suffolk JD,"Managing Partner, EIF Management, LLC",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Patrick Carney,Trustee,Boston College,,Boston Col 1970,"Chairman and Chief Executive Officer, Claremont Companies",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
Juan Alexander Concepcion,Trustee,Boston College,,"Boston Col BA, MEd, MBA. JD","Associate, Boston, MA Office, Nixon Peabody LLP",152.0,,,103531236.0,Boston College,164924.0,,,Trustee,True,
