Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Keith D. Lindor,"Executive Vice Provost, Health Solutions",Arizona State University,College of Nursing and Health Innovation,Minnesota 1975 BS: Mayo Medical 1979 MD,,128.0,,,55732556.0,Arizona State University,104151.0,True,1.0,434.0,Arizona Board of Regents,Director
"Frederick ""Fred"" Corey",Director,Arizona State University,School of Letters and Sciences,,,128.0,,,55732556.0,Arizona State University,104151.0,True,0.0,432.0,Arizona Board of Regents,Director
"James H. ""Jimmy"" Sanford",Fourth Congressional District Trustee,Auburn University,,"Auburn 1968 BSBA, 1971 MS","Chairman of the Board, Home Place Farms, Inc",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
M. Clark Sahlie,Second Congressional District Trustee,Auburn University,,Auburn 1988 BBA,,134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
Sarah B. Newton,Seventh Congressional District Trustee,Auburn University,,Auburn 1974 BS; Alabama 1978 MAED,"Principal, Fayette Elementary School",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
James W. Rane,Third Congressional District Trustee,Auburn University,,Auburn BS; Cumberland JD,"President and Chief Executive Officer, Great Southern Wood Preserving, IncPO. Box 610, Abbeville, AL 36310",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
"James R. ""Jim"" Pratt III",Ninth Congressional District Trustee,Auburn University,,Auburn 1972 BA; Cumberland 1978,"Attorney, Hare, Wynn, Newell & Newton LLP",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
Charles D. McCrary,At Large Member,Auburn University,,Auburn 1973 BSME: Birmingham 1978 JD,"President and Chief Executive Officer, Alabama Power Company",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
D. Gaines Lanier,Fifth Congressional District Trustee,Auburn University,,Auburn 1974 BS,"Chairman and Chief Executive Officer, J. Smith Lanier & CoPO. Box 70. West Point, GA 31833-0070",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
"Elizabeth H. ""Liz"" Huntley",Sixth Congressional District Trustee,Auburn University,,Auburn 1993 BS; Alabama 1997 JD,"Associate, Lightfoot, Franklin & White LLC",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
Raymond J. Harbert,At Large Member,Auburn University,,Auburn 1982,"Chairman and Chief Executive Officer, Harbert Management Corporation",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
Raymond J. Harbert,President Pro Tempore,Auburn University,,Auburn 1982,"Chairman and Chief Executive Officer, Harbert Management Corporation",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Board President
Samuel L. Ginn,At Large Member,Auburn University,,Auburn 1959 BS,"Senior Advisor, San Francisco Office, Greenhill & Co., IncOne California Street, 26th Floor, San Francisco, CA 94111",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
"Ben Tom ""B.T."" Roberts",First Congressional District Trustee,Auburn University,,,,134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
"Robert ""Bob"" Dumas",Third Congressional District Trustee,Auburn University,,Auburn 1976,,134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
John G. Blackwell,Eighth Congressional District Trustee,Auburn University,,Auburn 1964 BS,"Chairman, INKANA Properties LLC",134.0,,,82497590.0,Auburn University,100858.0,True,,,,Trustee
"Margaret ""Margie"" Pearson",Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Steve Doyal,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Curt Eddy,Trustee,Baker University,,Baker Col 1969 BS,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Ann Fish,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Rev. Michael McGuire,Ex Officio Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,"Trustee, Ex Officio"
Rev. Myron McCoy,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Mike McCarthy,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
C. Alan Mauch,Trustee,Baker University,,,"Partner, Human Dynamics",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Dr. Neal Malickey,Trustee,Baker University,,,"Partner, Human Dynamics",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Jack Bowerman,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Joseph W. Levin,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Larry Parkin,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Don Parker,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Skip Kalb,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Bishop Scott J. Jones,Ex Officio Trustee,Baker University,,,"Bishop, Kansas Area, The United Methodist Church",135.0,,,82462995.0,Baker University,154688.0,False,,,,"Trustee, Ex Officio"
Richard Howell,Trustee,Baker University,,,"President, JESCO Resources. IncPO. Box 12337, Kansas City, MO 64116 Tel: (816) 471-4590",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Robert Honse,Trustee,Baker University,,,"President and Chief Executive Officer, Farmland Industries",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Charles R. Heath,Trustee,Baker University,,Baker U 1961; Garrett-Evangelical MDiv St Paul Theol DMin,Pastor. First United Methodist,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Tammeria K. Hawks,Trustee,Baker University,,,"Senior Vice President, Wells Fargo Financial",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Gordon E. Lansford III,Trustee,Baker University,,,"Chief Financial Officer, JE Dunn Construction Company 929 Holmes, Kansas City, MO 64106 Tel: (816) 474-8600",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
"Dr. Jared Grantham, MD",Trustee,Baker University,,,"Professor, University of Kansas Medical Center 3901 Rainbow Boulevard, Kansas City, KS 66160-7300",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Emmalie Gessner,Trustee,Baker University,,,"Fund Director, Midwest Builders' Casualty Mutual Company 1100 Walnut Street, Suite 3010, Kansas City, MO 64106 Tel: (800) 374-7798",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
John I. Smith,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Walter W. Pinnell,Trustee,Baker University,,,"President, North American Savings Bank",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Kathy Rainen,Trustee,Baker University,,,"Chief Executive Officer, Trans Am Group",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
"Dr. Francois Sauer, MD",Trustee,Baker University,,U Mexico,"Chief Executive Officer, Trans Am Group",135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Brandon Scarborough,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Dolph Simons III,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Susanne Richardson Teel,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Gary Sollars,Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,Trustee
Mark Sims,Ex Officio Trustee,Baker University,,,,135.0,,,82462995.0,Baker University,154688.0,False,,,,"Trustee, Ex Officio"
Thomas A. Waltermire,Trustee,Baldwin Wallace College,,Ohio State 1971 BS; Harvard 1974 MBA,"Chief Executive Officer, Team Northeast Ohio 737 Bolivar Road, Suite 2000. Cleveland, OH 44115 Tel: (216) 363-5425",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Christopher Zito,Assistant. Secretary,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Other Board Member
Pamela Dunn Connolly,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
James Miller Davidson,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
"Patrick J. ""Pat"" Dunlavy",Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Agnes P. Dover!,Trustee,Baldwin Wallace College,,Baldwin- Wallace 981,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Clyde E. Bartter,Executive Committee Member,Baldwin Wallace College,,Baldwin-Wallace BS,"President, Lubrizol Advanced Materials, Inc. (2004-2008)",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Other Board Member
Clyde E. Bartter,Treasurer,Baldwin Wallace College,,Baldwin-Wallace BS,"President, Lubrizol Advanced Materials, Inc. (2004-2008)",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Other Board Member
Stephen W. Boesel,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Donald W. Bogus,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
George Boyer,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Paul H. Carleton,Chairman,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Board President
Willard E. Carmel,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Paul Clark,Trustee,Baldwin Wallace College,,,"Regional President, Northern Ohio, PNC Bank, Ohio N.A201 East Fifth Street. Cincinnati. OH 45201 Tel: (513) 651-8033",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Floyd A. Trouten,Trustee,Baldwin Wallace College,,Baldwin-Wallace 1980,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Lee Thomas,Trustee,Baldwin Wallace College,,,"Audit Partner, Lake Erie Area Assurance and Business Advisory Services Practice, Ernst & Young LLP Five Times Square, New York, NY 10036-6530 Tel: (212) 773-3000",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Robin C. Cottingham,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Donna Zapis Thomas,Trustee,Baldwin Wallace College,,Cleveland-Marshall,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Daniel C. Hagen,Trustee,Baldwin Wallace College,,Baldwin-Wallace 1977 BA: Virginia 1980 JD,"Practice Co-Leader, Employee Benefits and Executive Compensation, Jones Day North Point, 901 Lakeside Avenue, Cleveland, OH 44114-1190 Tel: (216) 586-7159",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
"Michael G. Hanna, JrDonaldson Hill",Trustee,Baldwin Wallace College,,Harvard 1979 AB,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
"Dr. John W. Hoyt, MD",Trustee,Baldwin Wallace College,,Baldwin-Wallace 1967,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Steven E. Koenig,Trustee,Baldwin Wallace College,,Baldwin-Wallace 1969,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
John W. Kropf,Trustee,Baldwin Wallace College,,,"Legal Advisor, First National Bank P.O. Box 57, Orrville, OH 44667 Tel: (330) 682-1010",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Thomas M. LaMotte,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
"John P. Lanigan, Jr",Trustee,Baldwin Wallace College,,,"Executive Vice President and Chief Marketing Officer, Burlington Northern Santa Fe, LLC (Note: Retires January 152013.56 P.O. Box 961057, Fort Worth, TX 76161-0057 Tel: (817) 867-6400",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Debra Lyons,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Bennett L. Gaines,Trustee,Baldwin Wallace College,,Baldwin-Wallace 1975 BA: U Phoenix MBA,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Kenneth E. Marks,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
James A. Thomas,Trustee,Baldwin Wallace College,,Baldwin-Wallace 1959 BA: Cleveland-Marshall 1963 JD,"President and Chief Executive Officer, Thomas Properties Group, Inc189 304 515 South Flower Street, 6th Floor, Los Angeles, CA 90071 Tel: (213) 613-1900",136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Rev. David F. Martin,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Wade I. Massad,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
"Randell ""Randy"" McShepard",Trustee,Baldwin Wallace College,,Baldwin- Wallace: Cleveland State,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Dolores Kreicher Minter,Secretary and Executive Commitee Merber,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Other Board Member
"Edward Napoleon, Jr",Trustee,Baldwin Wallace College,,Baldwin-Wallace 1975; Cleveland State 1979 MSogl,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
"Steven M. ""Steve"" Nobil",Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Paul E. Pendleton,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Dan M. Spengler,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Charles E. Rotuno,Trustee,Baldwin Wallace College,,Baldwin-Wallace 1986,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Bipin C. Shah,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
"William B. Summers, Jr",Trustee,Baldwin Wallace College,,Baldwin-Wallace 1972 BA,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Mark H. Summers,Trustee,Baldwin Wallace College,,Baldwin-Wallace BA; Bowling Green State MA,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Elizabeth Mayer Swailes,Trustee,Baldwin Wallace College,,,,136.0,,,115364640.0,Baldwin Wallace College,201195.0,False,,,,Trustee
Frank Hancock,Vice President,Ball State University,,Ball State 1970,"President and Chief Executive Officer, Sport Graphics",138.0,,,198089087.0,Ball State University,150136.0,True,,,,Board Vice President
Thomas C. Bracken,Trustee,Ball State University,,Stanford; Chicago MBA,,137.0,,,198089087.0,Ball State University,150136.0,True,,,,Trustee
Barbara Phillips,Assistant Secretary,Ball State University,,"Ball State 1952, 1963 MA",,138.0,,,198089087.0,Ball State University,150136.0,True,,,,Other Board Member
Matt Momper,Trustee,Ball State University,,,"President, Momper Insulation",138.0,,,198089087.0,Ball State University,150136.0,True,,,,Trustee
Michael T. Miller,Student Trustee,Ball State University,,,,138.0,,,198089087.0,Ball State University,150136.0,True,,,,Trustee
"Hollis E. Hughes, Jr.",President,Ball State University,,"Ball State 1965, 1972 MA","President and Chief Executive Officer, United Way of StJoseph County Inc. (1994-2007)",138.0,,,198089087.0,Ball State University,150136.0,True,,,,Board President
"Richard J. ""Rick"" Hall",Secretary,Ball State University,,Ball State 1989 BS; Northwestern 1992 JD,"Partner and Chair, Economic Development Practice Group, Barnes & Thornburg. LLP",138.0,,,198089087.0,Ball State University,150136.0,True,,,,Other Board Member
Marianne Glick,Trustee,Ball State University,,Butler,,138.0,,,198089087.0,Ball State University,150136.0,True,,,,Trustee
R. Wayne Estopinal,Trustee,Ball State University,,Ball State 1979 BS,"President, The Estopinal Group LLC",138.0,,,198089087.0,Ball State University,150136.0,True,,,,Trustee
"Robert B. Galt III, EsqO",Trustee,Barry University,,Virginia 1976 BA: Miami 1979 JD,"Pro Bono Co-Coordinator, Miami, FL Office, K&L Gates LLP Southeast Financial Center, 200 South Biscayne Boulevard, Suite 3900, Miami, FL 33131-2399 Tel: (305) 539-3311",139.0,,,151583259.0,Barry University,132471.0,False,,,,Trustee
