Name,Position,Institution,SubInstitution,Education,Other Affiliation,Career,Notes,Tel,Unnamed: 9,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
"Rev. Scott R. Pilarz, S.J",Trustee,Boston College,,"Georgetown 1981 AB; Fordham MA; Weston Theology MDiv, ThM; CUNY PhD","President, The University of Scranton",,,,,103531236.0,164924.0,True,,,,Trustee
David P. O'Connor,Trustee,Boston College,,,"President, High Rise Capital Management, LP",,,,,103531236.0,164924.0,True,,,,Trustee
Richard F. Powers III,Trustee,Boston College,,Boston Col 1967 BS; Columbia 1972 MBA,,,,,,103531236.0,164924.0,True,,,,Trustee
Pierre-Richard Prosper,Trustee,Boston College,,Boston Col 1985 AB; Pepperdine 1989 JD,"Counsel, Los Angeles, CA Office, Arent Fox LLP",,,,,103531236.0,164924.0,True,,,,Trustee
"Thomas F. Ryan, Jr",Trustee,Boston College,,,,,,,,103531236.0,164924.0,True,,,,Trustee
Rev. Nicholas A. Sannella,Trustee,Boston College,,,"Pastor, Immaculate Conception Church",,,,,103531236.0,164924.0,True,,,,Trustee
Susan Martinelli Shea,Trustee,Boston College,,,"Managing Partner, Policy Committee, Dorsey & Whitney LLP",,,,,103531236.0,164924.0,True,,,,Trustee
Matthew J. Botica,Trustee,Boston College,,,"Partner, Winston & Strawn LLP",,,,,103531236.0,164924.0,True,,,,Trustee
Kathleen M. McGillycuddy,Vice Chairman,Boston College,,,"Executive Vice President and Head, Private Clients Group, FleetBoston Financial Corporation",,,,,103531236.0,164924.0,True,,,,Board Vice President
Stephen P. Murray,Trustee,Boston College,,Boston Col 1984 BA; Columbia 1989 MBA,"Partner, J.P. Morgan Partners, LLC",,,,,103531236.0,164924.0,True,,,,Trustee
Paula D. Polito,Trustee,Boston College,,,"Senior Vice President, Merrill Lynch & Co., Inc",,,,,103531236.0,164924.0,True,,,,Trustee
Robert M. Devlin,Trustee,Boston College,,,"Chairman, Curragh Capital Partners",,,,,103531236.0,164924.0,True,,,,Trustee
John V. Murphy,Trustee,Boston College,,,"Chairman and Chief Executive Officer, OppenheimerFunds, Inc",,,,,103531236.0,164924.0,True,,,,Trustee
Leo. Corcoran,Trustee,Boston College,,,"Owner, Autumn Development Company, Inc",,,,,103531236.0,164924.0,True,,,,Trustee
John F. Fish,Trustee,Boston College,,,"President and Chief Executive Officer, Suffolk Construction Company, Inc",,,,,103531236.0,164924.0,True,,,,Trustee
Francis A. Doyle,Trustee,Boston College,,,"President and Chief Executive Officer, Connell Limited Partnership",,,,,103531236.0,164924.0,True,,,,Trustee
"John M. Connors, Jr",Trustee,Boston College,,,"Chairman Emeritus, Hill, Holliday, Connors, Cosmopulos, Inc",,,,,103531236.0,164924.0,True,,,,Trustee
Michaela Murphy Hoag,Trustee,Boston College,,,,,,,,103531236.0,164924.0,True,,,,Trustee
The Honorable Darcel D. Clark,Trustee,Boston College,,,"Judge, Criminal Court, City of New York, New York",,,,,103531236.0,164924.0,True,,,,Trustee
Keith A. Francis,Trustee,Boston College,,,"Senior Intelligence Analyst, United States Department of Justice",,,,,103531236.0,164924.0,True,,,,Trustee
"Rev. William P. Leahy, S.J",Trustee,Boston College,,,,,,,,103531236.0,164924.0,True,,,,Trustee
Patrick Carney,Trustee,Boston College,,,"Chairman and Chief Executive Officer, Claremont Companies",,,,,103531236.0,164924.0,True,,,,Trustee
Sally Engelhard Pingree,Trustee,Boston College,,Trinity Col (CT),,,,,,103531236.0,164924.0,True,,,,Trustee
"T. Frank Kennedy, S.J",Secretary,Boston College,,,"Director, Jesuit Institute, Boston College",,,,,103531236.0,164924.0,True,,,,Other Board Member
Kathleen Powers Haley,Trustee,Boston College,,,,,,,,103531236.0,164924.0,True,,,,Trustee
"Charles I. Clough, Jr.",Trustee,Boston College,,,"Chairman and Chief Executive Officer, Clough Capital Partners, LP",,,,,103531236.0,164924.0,True,,,,Trustee
Robert J. Morrissey,Trustee,Boston College,,,"Partner, Morrissey, Hawkins & Lynch",,,,,103531236.0,164924.0,True,,,,Trustee
Mario J. Gabelli,Trustee,Boston College,,,"Chairman, Chief Executive Officer and Chief Investment Officer, Value, GAMCO Investors, Inc",,,,,103531236.0,164924.0,True,,,,Trustee
Patrick T. Stokes,Trustee,Boston College,,Boston Col 1964 BA; Columbia 1966 MBA,"Non-Executive Chairman, Board of Directors, Anheuser-Busch Companies, Inc",,,,,103531236.0,164924.0,True,,,,Trustee
Blenda J. Wilson,Trustee,Boston College,,Cedar Crest 1962 AB; Seton Hall 1965 MA: Boston Col 1979 PhD,"President and Chief Executive Officer, Nellie Mae Education Foundation",,,,,103531236.0,164924.0,True,,,,Trustee
Robert L. Winston,Trustee,Boston College,,,"Senior Vice President, American Funds Distributors, Inc",,,,,103531236.0,164924.0,True,,,,Trustee
Marianne D. Short,Trustee,Boston College,,Newton Col Sacred Heart 1973 BA; Boston U 1976 JD,,,,,,103531236.0,164924.0,True,,,,Trustee
John L. Battaglino,Trustee,Boston University,,,"Senior Vice President, Barnes & Noble College Booksellers, Inc",,,,,111088046.0,164988.0,True,,,,Trustee
Sharon G. Ryan,Trustee,Boston University,,Boston U 1970,,,,,,111088046.0,164988.0,True,,,,Trustee
Robert A. Brown,Ex Officio Trustee,Boston University,,,,,,,,111088046.0,164988.0,True,,,,"Trustee, Ex Officio"
Philip L. Bullen,Trustee,Boston University,,,"Chief Investment Officer, Large Capital Core Stocks, Fidelity Investments Institutional Services Company, Inc.",,,,,111088046.0,164988.0,True,,,,Trustee
Marshall M. Sloane,Trustee,Boston University,,,"Founder, Chairman and Chief Executive OfficerCentury Bank and Trust Company",,,,,111088046.0,164988.0,True,,,,Trustee
Carla E. Meyer,Trustee,Boston University,,Boston U 1978,,,,,,111088046.0,164988.0,True,,,,Trustee
Elaine B. Kirshenbaum,Trustee,Boston University,,,"Vice President, Policy, Planning, and Membership, Massachusetts Medical Society",,,,,111088046.0,164988.0,True,,,,Trustee
"Cleve L. Killingsworth, Jr.",Trustee,Boston University,,MIT 1974 BS; Yale 1976 MPH,"President and Chief Executive Officer, Blue Cross and Blue Shield of Massachusetts, Inc",,,,,111088046.0,164988.0,True,,,,Trustee
Sidney J. Feltenstein,Trustee,Boston University,,,"Chairman and Chief Executive Officer, Yorkshire Gobal Restaurants, Inc",,,,,111088046.0,164988.0,True,,,,Trustee
Patricia K. Donahoe,Trustee,Boston University,,,"Marshall K. Bartlett Professor of Surgery, Harvard A brolbax Medical School, Harvard University",,,,,111088046.0,164988.0,True,,,,Trustee
Richard B. DeWolfe,Trustee,Boston University,,,"Managing Partner, De Wolfe & Company, LLC",,,,,111088046.0,164988.0,True,,,,Trustee
Kenneth J. Feld,Trustee,Boston University,,Boston U 1970,"Chairman and Chief Executive Officer, Feld Entertainment, Inc",,,,,111088046.0,164988.0,True,,,,Trustee
Eric S. Lander,Trustee,Boston University,,Princeton 1978 BA; Oxford (UK) 1981 PhD,"Founder and Director, The Eli and Edythe L. Broad Institute",,,,,111088046.0,164988.0,True,,,,Trustee
Wendy K. Mariner,Ex Officio Trustee,Boston University,,Columbia 1971 JD; Harvard 1979 MPH; NYU LLM,,,,,,111088046.0,164988.0,True,,,,"Trustee, Ex Officio"
Wendy K. Mariner,Faculty Council Chairman,Boston University,,Columbia 1971 JD; Harvard 1979 MPH; NYU LLM,,,,,,111088046.0,164988.0,True,,,,Board President
Alan M. Leventhal,Trustee,Boston University,,Northwestern 1974 BA; Amos Tuck 1976 MBA,"Chairman and Chief Executive Officer, Beacon Capital Partners, LLC",,,,,111088046.0,164988.0,True,,,,Trustee
Terry L. Andreas,Trustee,Boston University,,,"Chair, The School for Field Studies",,,,,111088046.0,164988.0,True,,,,Trustee
"C. A. ""Lance"" Piccolo",Trustee,Boston University,,Boston U 1962 BS,"President and Chief Executive Officer, HealthPic Consultants, Inc",,,,,111088046.0,164988.0,True,,,,Trustee
"J. Kenneth Menges, Jr",Trustee,Boston University,,Boston U 1979 BSBA; Harvard 1982 JD,"Contact, Corporate Practice Group, Akin Gump Strauss Hauer & Feld LLP",,,,,111088046.0,164988.0,True,,,,Trustee
"John P. Howe III, M.D.",Trustee,Boston University,,,"President and Chief Executive Officer, Project HOPE",,,,,111088046.0,164988.0,True,,,,Trustee
Bippy M. Siegal,Trustee,Boston University,,,"Chief Executive Officer, Raycliff Capital",,,,,111088046.0,164988.0,True,,,,Trustee
JoAnn McGrath,Trustee,Boston University,,,"Managing Partner, The Heritage Group",,,,,111088046.0,164988.0,True,,,,Trustee
Ronald G. Garriques,Trustee,Boston University,,Boston U BS; Stanford 1987 MS; Wharton 1993 MBA,"President, Global Consumer, Dell Inc",,,,,111088046.0,164988.0,True,,,,Trustee
Stuart W. Pratt,Trustee,Boston University,,,"Chairman, Fort Point Real Estate Corporation",,,,,111088046.0,164988.0,True,,,,Trustee
Frederick H. Chicos,Trustee,Boston University,,,"Chairman Emeritus, The Chickering Group",,,,,111088046.0,164988.0,True,,,,Trustee
Jonathan R. Cole,Trustee,Boston University,,"Columbia 1964 BA, 1969 PhD","John Mitchell Mason Professor of the University and Provost Emeritus and Dean Emeritus of Faculties, Columbia University",,,,,111088046.0,164988.0,True,,,,Trustee
Richard C. Godfrey,Trustee,Boston University,,Augustana (IL) 1976 BA; Boston U 1979 JD,"Member, Firm Committee, Kirkland & Ellis LLP",,,,,111088046.0,164988.0,True,,,,Trustee
Bahaa R. Hariri,Trustee,Boston University,,,"President and Chief Executive Officer, Exceed SA",,,,,111088046.0,164988.0,True,,,,Trustee
David F. D'Alessandro,Vice Chairman,Boston University,,Utica Col Syracuse 1972 BS,"Chairman and Chief Executive Officer, John Hancock Financial Services, Inc",,,,,111088046.0,164988.0,True,,,,Board Vice President
Peter T. Paul,Trustee,Boston University,,,"Chairman and Chief Executive Officer, Paul Financial",,,,,111088046.0,164988.0,True,,,,Trustee
Allen I. Questrom,Trustee,Boston University,,Boston U 1964 BS,"Principal, AEA Investors LiC",,,,,111088046.0,164988.0,True,,,,Trustee
Robert A. Knox,Chairman,Boston University,,"Boston U 1974 BA, 1975 MBA","Senior Managing Director, Cornerstone Equity Investors, LLC",,,,,111088046.0,164988.0,True,,,,Board President
Richard D. Reidy,Ex Officio Trustee,Boston University,,Boston U 1982,"President, DataDirect Technologies",,,,,111088046.0,164988.0,True,,,,"Trustee, Ex Officio"
Bishop Peter Weaver,Trustee,Boston University,,,"Bishop, The United Methodist Church",,,,,111088046.0,164988.0,True,,,,Trustee
Richard C. Shipley,Trustee,Boston University,,,,,,,,111088046.0,164988.0,True,,,,Trustee
Hugo X. Shong,Trustee,Boston University,,Boston U 1987,"Senior Vice President and President, IDG Asia, International Data Group",,,,,111088046.0,164988.0,True,,,,Trustee
Sung Eun Han-Andersen,Trustee,Boston University,,Boston U 1985,,,,,,111088046.0,164988.0,True,,,,Trustee
Richard D. Cohen,Trustee,Boston University,,,"President, Capital Properties Associates, LP",,,,,111088046.0,164988.0,True,,,,Trustee
"Francis C. ""Fran"" Voll",Trustee,Bowling Green State University,,Bowling Green State 1968 BEd; St Francis Col (IN) 1971,"Principal, Marion Catholic High School",,,,,157417397.0,201441.0,True,,,University System of Ohio,Trustee
"Col John E. Moore, Jr., USAF (Ret)",Trustee,Bowling Green State University,,Bowling Green State 1966,"Executive Director, Wright Dunbar, Inc",,,,,157417397.0,201441.0,True,,,University System of Ohio,Trustee
Michael J. Marsh,Trustee,Bowling Green State University,,,"Attorney, Marsh & Marsh Attorneys",,,,,157417397.0,201441.0,True,,,University System of Ohio,Trustee
J. Robert Sebo,Vice Chairman,Bowling Green State University,,Bowling Green State 1958 BSBA,"Senior Vice President and Director, Eastern Operations, Paychex, Inc",,,,,157417397.0,201441.0,True,,,University System of Ohio,Board Vice President
Stephanie Magyar Imhoff,Trustee,Bowling Green State University,,Bowling Green State 1982 BS,"Chief Financial Officer, The Longaberger Company",,,,,157417397.0,201441.0,True,,,University System of Ohio,Trustee
William D. Primrose III,Trustee,Bowling Green State University,,Bowling Green State 1974,"President, Primrose, Inc",,,,,157417397.0,201441.0,True,,,University System of Ohio,Trustee
John F. Harbal I.,Chairman,Bowling Green State University,,,"President and Chief Executive Officer, Impact Products, LLC",,,,,157417397.0,201441.0,True,,,University System of Ohio,Board President
Debra Scheetz Ryan,Trustee,Bowling Green State University,,Bowling Green State 1974,"Co-Founder, Vice President and Secretary, PDR Foundation Inc",,,,,157417397.0,201441.0,True,,,University System of Ohio,Trustee
Gershon Kekst,Vice Chairman,Brandeis University,,,"President, Kekst and Company Incorporated",,,,,6902469.0,165015.0,True,,,,Board Vice President
John L. Usdan,Trustee,Brandeis University,,,"President, Midwood Management Corp",,,,,6902469.0,165015.0,True,,,,Trustee
Linda Whitlock,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Barton J. Winokur,Trustee,Brandeis University,,Cornell 1961 AB; Harvard 1964 LLB,"Chairman and Chief Executive Officer, Dechert LLP, Cira Centre, 2929 Arch Street, Philadelphia, PA 19104-2808",,,,,6902469.0,165015.0,True,,,,Trustee
Rhonda S. Zinner,Treasurer,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Other Board Member
Paul M. Zlotoff,Secretary,Brandeis University,,Brandeis 1972,,,,,,6902469.0,165015.0,True,,,,Other Board Member
Stuart Lewtan,Trustee,Brandeis University,,Brandeis 1984 BA,,,,,,6902469.0,165015.0,True,,,,Trustee
Jeanette Lerman-Neubauer,Trustee,Brandeis University,,Brandeis 1969 BA; Stanford 1971 AM,,,,,,6902469.0,165015.0,True,,,,Trustee
Carol R. Saivetz,Trustee,Brandeis University,,Brandeis 1969,,,,,,6902469.0,165015.0,True,,,,Trustee
Thomas P. Glynn,Trustee,Brandeis University,,Brandeis 1977 PhD,"Chief Operating Officer, Partners HealthCare System, inc",,,,,6902469.0,165015.0,True,,,,Trustee
D. Ronald Daniel,Trustee,Brandeis University,,Wesleyan Col 1952 BA; Harvard 1954 MBA,,,,,,6902469.0,165015.0,True,,,,Trustee
Meyer G. Koplow,Trustee,Brandeis University,,Brandeis 1972 BA; NYU 1976 JD,,,,,,6902469.0,165015.0,True,,,,Trustee
Dolores Kohl,Treasurer,Brandeis University,,Brandeis 1955,,,,,,6902469.0,165015.0,True,,,,Other Board Member
Walter S. Mossberg,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Donald G. Drapkin,Trustee,Brandeis University,,Brandeis 1968 BA; Columbia 1971 JD,,,,,,6902469.0,165015.0,True,,,,Trustee
Jonathan G. Davis,Trustee,Brandeis University,,Brandeis 1975,,,,,,6902469.0,165015.0,True,,,,Trustee
Jack M. Connors,Vice Chairman,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Board Vice President
Charles R. Bronfman,Trustee,Brandeis University,,McGill (Canada),,,,,,6902469.0,165015.0,True,,,,Trustee
Alex Barkas,Trustee,Brandeis University,,Brandeis 1968 BA,,,,,,6902469.0,165015.0,True,,,,Trustee
Thomas H. Lee,Trustee,Brandeis University,,Harvard 1965 AB,"President and Chief Executive Officer, Lee Equity Partners, LLC",,,,,6902469.0,165015.0,True,,,,Trustee
Perry M. Traquina,Secretary,Brandeis University,,Brandeis 1978,,,,,,6902469.0,165015.0,True,,,,Other Board Member
Myra H. Kraft,Trustee,Brandeis University,,Brandeis 1964 BA,,,,,,6902469.0,165015.0,True,,,,Trustee
Jonathon S. Jacobson,Trustee,Brandeis University,,Wharton 1983 BS; Harvard 1987 MBA,,,,,,6902469.0,165015.0,True,,,,Trustee
Lynn Schusterman,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Michael H. Steinhardt,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Daniel J. Jick,Trustee,Brandeis University,,Brandeis 1979,,,,,,6902469.0,165015.0,True,,,,Trustee
Kenneth S. Kaiserman,Trustee,Brandeis University,,Brandeis 1960,,,,,,6902469.0,165015.0,True,,,,Trustee
Barbara A. Mandel,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Carol Ann Kern,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Morton Ginsberg,Trustee,Brandeis University,,Brandeis 1956,,,,,,6902469.0,165015.0,True,,,,Trustee
Sylvia K. Hassenfeld,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Stephen B. Kay,Trustee,Brandeis University,,,"Limited Partner, Goldman, Sachs & Co85 Broad St., New York, NY 10004",,,,,6902469.0,165015.0,True,,,,Trustee
Vartan Gregorian,Trustee,Brandeis University,,"Stanford 1958 BA, 1964 PhD","President, Carnegie Corporation of New York",,,,,6902469.0,165015.0,True,,,,Trustee
Leonard J. Asper,Trustee,Brandeis University,,Brandeis 1986,,,,,,6902469.0,165015.0,True,,,,Trustee
William S. Friedman,Trustee,Brandeis University,,Brandeis 1965 BA,,,,,,6902469.0,165015.0,True,,,,Trustee
Allen B. Alter,Trustee,Brandeis University,,Brandeis 1971,,,,,,6902469.0,165015.0,True,,,,Trustee
"E. John Rosenwald, Jr.",Trustee,Brandeis University,,"Dartmouth 1952 AB, 1953 MBA",,,,,,6902469.0,165015.0,True,,,,Trustee
Robert S. Rifkind,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Jehuda Reinharz,Trustee,Brandeis University,,,,,,,,6902469.0,165015.0,True,,,,Trustee
Henry J. Aboodi,Trustee,Brandeis University,,Brandeis 1986,,,,,,6902469.0,165015.0,True,,,,Trustee
Ronald A. Ratner,Trustee,Brandeis University,,Brandeis 1969; UCLA,"President and Chief Executive Officer, Forest City Residential Group, Inc1100 Terminal Tower, 50 Public Square, Cleveland, OH 44113",,,,,6902469.0,165015.0,True,,,,Trustee
Louis Perimutter,Trustee,Brandeis University,,Brandeis 1956,,,,,,6902469.0,165015.0,True,,,,Trustee
Malcolm L. Sherman,Chairman,Brandeis University,,Cornell 1953 BA,"Chairman and Chief Executive Officer, Ecko Group, Inc",,,,,6902469.0,165015.0,True,,,,Board President
Stephen R. Reiner,Trustee,Brandeis University,,Brandeis 1961,,,,,,6902469.0,165015.0,True,,,,Trustee
Robert L. Byers,Trustee,Brown University,,"Drexel 1965, 2002",,,,,,27804330.0,217156.0,True,,,,Trustee
Fredric B. Garonzik,Trustee,Brown University,,Brown 1964 AB; Wharton 1967 MBA,"Co-Head, Fixed Income Currency and Commodities Division, Goldman Sachs & Co. (1994-1998)",,,,,27804330.0,217156.0,True,,,,Trustee
"Charles M. ""Chuck"" Davis",Trustee,Brown University,,Brown 1982 BA; Harvard MBA,"Chairman and Chief Executive Officer, Fandango, Inc12200 West Olympic Boulevard, Suite 150, Los Angeles, CA 90064",,,,,27804330.0,217156.0,True,,,,Trustee
Barry S. Sternlicht,Trustee,Brown University,,Brown 1982 BA; Harvard 1986 MBA,"Chairman and Chief Executive Officer, Starwood Capital Group Global, L.L.C591 West Putnam Avenue, Greenwich, CT 06830",,,,,27804330.0,217156.0,True,,,,Trustee
