Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
R. Dary Stone,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,True,,,,Regent
Milton Hixson,Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,True,,,,Regent
Mark A. McCollum,Regent,Baylor University,,Baylor 1980 BBA,"Executive Vice President and Chief Financial OfficerHalliburton Company300 North Sam Houston Parkway East, Houston, TX 77032",142.0,,,157394403.0,Baylor University,223232.0,True,,,,Regent
"Ramiro Pena, Jr",Regent,Baylor University,,,,142.0,,,157394403.0,Baylor University,223232.0,True,,,,Regent
Michael Maples,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Dean Bursch,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Wayne Lowell,Vice Chairman,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Board Vice President
Rev. Bryan Loritts,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Hannah Lee,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
David Karnes,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Stanley Jantz,Chairman,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Board President
Dr. Michael J. Wilkins,Dean of the Faculty,Biola University,Talbot School of Theology,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Dwight Hanger,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
G. Bradley Cole,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
David Mitchell,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
William Bauer,Trustee,Biola University,,Biola 1978 BS: San Jose State MBA,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Kennith Thompson,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Barry H. Corey,Trustee,Biola University,,Biola 1974 BA. 1977 MDiv; Fuller Sem 1986 PhD,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Ray Johnson,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Promod Haque,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Dr. Al Mijares,Trustee,Biola University,,,"Vice President, Western Region, Officers and Management, The College Board, 2099 Gateway Place, Suite 550, San Jose, CA 95110, Tel: (408) 452-1400",146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
John Siefker,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Jerry RuebTO SETS,Trustee,Biola University,,,"Lead Pastor, Cornerstone Church, 1000 North Studebaker Road, Long Beach, CA 90815, Tel: (562) 296-6481",146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
"Gorden Romberger, CPA",Trustee,Biola University,,,"Partner, Romberger, Wilson, and Beeson, Inc500 North Central Avenue, Suite 325, Glendale, CA 91203, Tel: (818) 240-8322",146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Carol Hawkins,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Allan Kavalich,Trustee,Biola University,,,,146.0,,,152479009.0,Biola University,110097.0,True,,,,Trustee
Michael H. Devlin II,Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Christian W. E. Haub,Trustee,Boston College,,,"Co-Chief Executive Officer, Tengelmann Group",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Janice Gipson,Trustee,Boston College,,Boston Col 1977,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Mario J. Gabelli,Trustee,Boston College,,Fordham 1965 BS; Columbia 1967 MBA,"Chief Executive Officer and Chief Investment Officer, GGCP, Inc",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
John F. Fish,Vice Chairman,Boston College,,Bowdoin AB,"President and Chief Executive Officer, Suffolk Construction Company, Inc",152.0,,,103531236.0,Boston College,164924.0,True,,,,Board Vice President
"Rev. Bradley M. Schaeffer, S.J",Trustee,Boston College,,,"Affiliation: Rector, Faber Jesuit Community",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Robert J. Morrissey, Esq.",Trustee,Boston College,,,"Partner, Morrissey. Hawkins & Lynch",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Susan Martinelli ""Sue"" Shea.",Trustee,Boston College,,,,153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Leo J. Corcoran,Trustee,Boston College,,,"Co-Owner, Autumn Development Company, Inc",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Robert F. Cotter,Trustee,Boston College,,Boston Col 1973 BA,"President and Chief Operating Officer, Starwood Hotels & Resorts Worldwide, Inc. (2003-2005)",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"John B. ""Jack"" Egan",Trustee,Boston College,,Boston Col 1979 BS,"Managing Partner and General Partner, Egan-Managed Capital",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Susan M. Gianinno,Trustee,Boston College,,Boston Col 1970,"Chairman and Chief Executive Officer, Publicis USA",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"John E. Buehler, Jr",Trustee,Boston College,,Boston Col 1969 AB; Suffolk JD,"Managing Partner, EIF Management, LLC",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Thomas J. ""T. J."" Maloney",Trustee,Boston College,,Boston Col 1975 BA: Fordham 1979 JD,"President, Management, Lincolnshire Management Inc",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
The Honorable Darcel D. Clark,Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Karen Izzi Bristing,Trustee,Boston College,,,,151.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Cathy M. Brienza,Trustee,Boston College,,Newton Col Sacred Heart 1971; NYU MBA,"Partner, WallerSutton 2000, LP",151.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Patricia Lynott Bonan,Trustee,Boston College,,Boston Col 1972; Harvard 1975 JD,"Partner, Winston & Strawn LLP",151.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Rev. Timothy R. Lannon, S.J",Trustee,Boston College,,"Creighton 1973 BS; Weston Jesuit 1986 MDiv, 1987 ThM; Harvard 1996 EdM, 2000 EdD",,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"T. Frank Kennedy, S.J",Secretary,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Other Board Member
Michaela Murphy Hoag,Trustee,Boston College,,Boston Col 1986,"Interior Designer, Treasured Designs",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Margot C. Connell,Trustee,Boston College,,,"Chairwoman, Connell Limited Partnership",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Brien M. O'Brien,Trustee,Boston College,,,"Research, Incmen iation: Chairman and Chief Executive Oficer, Advisory",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Patrick T. Stokes,Trustee,Boston College,,Boston Col 1964 BA: Columbia 1966 MBA,"Affiliation: Chairman, Grey Eagle Distributors",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Patrick Carney,Trustee,Boston College,,Boston Col 1970,"Chairman and Chief Executive Officer, Claremont Companies",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Ralph C. Stayer,Trustee,Boston College,,,"Affiliation: Chairman, President and Chief Executive Officer, Johnsonville Sausage LLC",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Juan Alexander Concepcion,Trustee,Boston College,,"Boston Col BA, MEd, MBA. JD","Associate, Boston, MA Office, Nixon Peabody LLP",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Kathleen A. Corbet,Trustee,Boston College,,Boston Col 1982 BS; Stern 1989 MBA,"Executive Vice President, Alliance Capital Management L.P",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"John M. Connors, Jr",Trustee,Boston College,,,"Chairman Emeritus, Hill, Holliday, ConnorsCosmopulos, Inc",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Philip W. Schiller,Trustee,Boston College,,Boston Col 1982 BS,"A miliation: Senior Vice President, Worldwide Marketing. Apple IncOne Infinite Loop, Cupertino, CA 95014-2084",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Robert J. Cooney, Jr",Trustee,Boston College,,Boston Col 1974 BA; Loyola U (Chicago) 1978 JD,"Partner, Cooney & Conway",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Elizabeth W. Vanderslice.,Trustee,Boston College,,Boston Col 1986; Harvard 1992 MBA,"Career: General Manager, Terra Lycos (1999-2001)",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
John L. LaMattina,Trustee,Boston College,,Boston Col 1971 BS: New Hampshire 1975 PhD,"Senior Partner, PureTech Ventures, LLC",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Joseph L. ""Jay"" Hooley III",Trustee,Boston College,,Boston Col 1979 BS,State Street Corporation,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Richard F. Syron,Trustee,Boston College,,"Boston Col 1966 BS: Tufts 1969 MA, 1971 PhD","Career: Chairman and Chief Executive Officer, Federal Home Loan Mortgage Corporation (2003-2008)",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Claudia Henao de la Cruz,Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Marianne D. Short, Esq.",Trustee,Boston College,,Newton Col Sacred Heart 1973 BA: Boston U 1976 JD,"Affiliation: Managing Partner, Policy Committee, Dorsey & Whitney LLP",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Kathleen M. McGillycuddy,Chairman,Boston College,,Newton Col Sacred Heart 1971,"Executive Vice President and Head, Private Clients Group, FleetBoston Financial Corporation",152.0,,,103531236.0,Boston College,164924.0,True,,,,Board President
Drake G. Behrakis,Trustee,Boston College,,Boston Col 1986,"President and Chief Executive Officer, Marwick Associates",151.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"John V. Murphy, CPA",Trustee,Boston College,,Boston Col 1971 BS,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Peter K. Markell,Trustee,Boston College,,,"Executive Vice President, Administration and Finance [Chief Financial Officer], Partners HealthCare System, Inc",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Rev. William P. Leahy, SJ",Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Rev. Nicholas A. Sannella,Trustee,Boston College,,,"Affiliation: Pastor, Immaculate Conception Church",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Thomas F. Ryan, Jr",Trustee,Boston College,,"Boston Col BA, BS",,153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Stephen P. ""Steve"" Murray",Trustee,Boston College,,Boston Col 1984 BA: Columbia 1989 MBA,"Partner, J.P. Morgan Partners, LLC",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
David M. McAuliffe,Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
David P. O'Connor,Trustee,Boston College,,,"Affiliation: President, High Rise Capital Management, LP",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"R. Michael Murray, Jr",Trustee,Boston College,,,,152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Rev. Douglas W. Marcouiller, S.J.",Trustee,Boston College,,Princeton 1975 AB; Yale 1978 MA: Weston Jesuit 1986 MDiv; Texas 1994 PhD,"Associate Professor, Economics Department, Saint Louis University",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Richard F. Powers III,Trustee,Boston College,,Boston Col 1967 BS; Columbia 1972 MBA,,153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"Rev. Brian G. Paulson, S.J.",Trustee,Boston College,,,"Affiliation: Rector, Jesuit Community, Loyola University Chicago",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
"David C. Weinstein, Esq",Trustee,Boston College,,Boston U; Boston Col 1975,"Career: Executive Vice President, Government Relations, FMR Corp",153.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Peter S. Lynch,Trustee,Boston College,,Boston Col 1965 BA; Pennsylvania 1968 MBA,"Vice Chairman, Fidelity Management & Research Company",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
William S. McKiernan,Trustee,Boston College,,Boston Col 1978,"Executive Chairman and Founder, CyberSource Corporation",152.0,,,103531236.0,Boston College,164924.0,True,,,,Trustee
Stuart W. Pratt,Trustee,Boston University,,,"President and Chief Executive Officer, Fort Point Real Estate Corporation303 Congress Street, Boston, MA 02210",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Robert A. Knox,Chairman,Boston University,,"Boston U 1974 BA, 1975 MBA","Senior Managing Director, Cornerstone Equity Investors, LLC281 Tresser Boulevard, 12th Floor, Stamford, CT 06901",155.0,,,111088046.0,Boston University,164988.0,True,,,,Board President
Rajen A. Kilachand.,Trustee,Boston University,,Boston U 1974,"Chairman and President, Dodsal GroupDNI Building, Sheikh Zayed Road, Third Floor, Dubai, United Arab Emirates",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
"Cleve L. Killingsworth, Jr",Trustee,Boston University,,MIT 1975 BS; Yale 1976 MPH; MIT 1986 SB,"Chairman and Chief Executive Officer, Blue Cross and Blue Shield of Massachusetts, Inc",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Sharon G. Ryan,Trustee,Boston University,,Boston U 1970,,156.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Allen I. Questrom,Trustee,Boston University,,Boston U 1964 BS,"Partner, Mellon Ventures, IncOne Mellon Center, Room 5210, Pittsburgh, PA 15258",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Alan M. Leventhal,Trustee,Boston University,,Northwestern 1974 BA; Tuck School 1976 MBA,"President and Chief Executive Officer, Beacon Properties Corporation",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Peter T. Paul,Trustee,Boston University,,,"President, Headlands Asset Management, LLC1401 Los Gamos Drive, San Rafael, CA 94903",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Alicia C. Mullen,Trustee,Boston University,,,,155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
"Dr. Robert A. Brown, PhD",Ex Officio Trustee,Boston University,,,"President and Chief Executive Officer, Capital Properties Services LLC",155.0,,,111088046.0,Boston University,164988.0,True,,,,"Trustee, Ex Officio"
Carla E. Meyer,Trustee,Boston University,,Boston U 1978,,155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
"J. Kenneth Menges, Jr.",Trustee,Boston University,,Boston U 1979 BSBA: Harvard 1982 JD,"Partner [Head of Practice Area], Corporate Practice Group, Akin Gump Strauss Hauer & Feld LLP1700 Pacific Avenue, Suite 4100, Dallas, TX 75201-4675",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
"Dr. John P. Howe III, MD",Vice Chairman,Boston University,,Amherst: Boston U 1969 MD,"President and Chief Executive Officer, Project HOPE255 Carter Hall Lane, Millwood, VA 22646",155.0,,,111088046.0,Boston University,164988.0,True,,,,Board Vice President
"C. A. ""Lance"" Piccolo",Trustee,Boston University,,Boston U 1962 BS,"President and Chief Executive Officer, HealthPic Consultants, Inc",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Bippy M. Siegal,Trustee,Boston University,,,"Chief Executive Officer, Raycliff Investments LLC",156.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
David F. D'Alessandro,Trustee,Boston University,,Columbia 1964 BA. 1969 PhD,"Non-Executive Chairman, Seaworld Parks and Entertainment",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Stephen R. Karp,Trustee,Boston University,,,"Chairman and Chief Executive Officer, New England Development Company",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Richard D. Cohen,Trustee,Boston University,,,,155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
Richard B. DeWolfe,Trustee,Boston University,,,"Managing Partner, De Wolfe & Company, LLC",155.0,,,111088046.0,Boston University,164988.0,True,,,,Trustee
